,id,code,description,hasChildren,section,index,crawled,country,parent_id,error_message,selectable,intervalMin,intervalMax
14098,43062,62079910,Of man-made fibres,False,,,,AT,19162,,True,,
14099,43162,62079990,Of other textile materials,True,,,Done,AT,19162,,,,
14100,43962,,"Négligés, bathrobes, dressing gowns and similar articles",True,,,Done,AT,20062,,,6208910011,6208910019
14101,44062,6208910090,Other,False,,,,AT,20062,,True,,
14102,45062,6208990091,"Hand-printed by the ""batik"" method",False,,,,AT,20362,,True,,
14103,45162,6208990099,Other,False,,,,AT,20362,,True,,
14104,45262,6209901010,"Gloves, mittens and mitts",False,,,,AT,21662,,True,,
14105,45362,6209901020,"Stockings, socks and sockettes",False,,,,AT,21662,,True,,
14106,45462,6209901090,Other,False,,,,AT,21662,,True,,
14107,45562,6209909010,"Gloves, mittens and mitts",False,,,,AT,21762,,True,,
14108,45662,6209909020,"Stockings, socks and sockettes",False,,,,AT,21762,,True,,
14109,45762,6209909090,Other,False,,,,AT,21762,,True,,
14110,45962,62101092,"Single-use gowns, of a kind used by patients or surgeons during surgical procedures",False,,,,AT,22162,,True,,
14111,46062,62101098,Other,False,,,,AT,22162,,True,,
14112,46262,62113210,Industrial and occupational clothing,False,,,,AT,23162,,True,,
14113,46362,,Tracksuits with lining,True,,,Done,AT,23162,,,6211323100,6211324200
14114,46462,62113290,Other,False,,,,AT,23162,,True,,
14115,46562,62113310,Industrial and occupational clothing,False,,,,AT,23262,,True,,
14116,46662,,Tracksuits with lining,True,,,Done,AT,23262,,,6211333100,6211334200
14117,46762,62113390,Other,False,,,,AT,23262,,True,,
14118,46862,6211390010,Of wool or fine animal hair,False,,,,AT,23362,,True,,
14119,46962,6211390090,Other,False,,,,AT,23362,,True,,
14120,47062,62114210,"Aprons, overalls, smock-overalls and other industrial and occupational clothing (whether or not also suitable for domestic use)",False,,,,AT,23562,,True,,
14121,47162,,Tracksuits with lining,True,,,Done,AT,23562,,,6211423100,6211424200
14122,47262,62114290,Other,False,,,,AT,23562,,True,,
14123,47362,62114310,"Aprons, overalls, smock-overalls and other industrial and occupational clothing (whether or not also suitable for domestic use)",False,,,,AT,23662,,True,,
14124,47462,,Tracksuits with lining,True,,,Done,AT,23662,,,6211433100,6211434200
14125,47562,62114390,Other,False,,,,AT,23662,,True,,
14126,48062,6214900011,Hand-made,False,,,,AT,25662,,True,,
14127,48162,6214900019,Other,False,,,,AT,25662,,True,,
14128,48262,6214900091,Hand-made,False,,,,AT,25762,,True,,
14129,48362,6214900099,Other,False,,,,AT,25762,,True,,
14130,6563,63012010,Knitted or crocheted,False,,,,AT,1863,,True,,
14131,6663,63012090,Other,True,,,Done,AT,1863,,,,
14132,6863,63013010,Knitted or crocheted,False,,,,AT,1963,,True,,
14133,6963,63013090,Other,True,,,Done,AT,1963,,,,
14134,7063,63014010,Knitted or crocheted,False,,,,AT,2063,,True,,
14135,7163,63014090,Other,True,,,Done,AT,2063,,,,
14136,7263,63019010,Knitted or crocheted,False,,,,AT,2163,,True,,
14137,7363,63019090,Other,True,,,Done,AT,2163,,,,
14138,7663,630221,Of cotton,True,,,Done,AT,2463,,,,
14139,7763,630222,Of man-made fibres,True,,,Done,AT,2463,,,,
14140,7863,630229,Of other textile materials,True,,,Done,AT,2463,,,,
14141,7963,630231,Of cotton,False,,,,AT,2563,,True,,
14142,8163,630232,Of man-made fibres,True,,,Done,AT,2563,,,,
14143,8263,630239,Of other textile materials,True,,,Done,AT,2563,,,,
14144,8363,630251,Of cotton,True,,,Done,AT,2763,,,,
14145,8563,630253,Of man-made fibres,True,,,Done,AT,2763,,,,
14146,8663,630259,Of other textile materials,True,,,Done,AT,2763,,,,
14147,8763,6302600010,Knitted or crocheted,False,,,,AT,6363,,True,,
14148,8863,6302600090,Other,False,,,,AT,6363,,True,,
14149,8963,630291,Of cotton,True,,,Done,AT,3063,,,,
14150,9163,630293,Of man-made fibres,True,,,Done,AT,3063,,,,
14151,9263,630299,Of other textile materials,True,,,Done,AT,3063,,,,
14152,9463,630312,Of synthetic fibres,False,,,,AT,3263,,True,,
14153,9563,630319,Of other textile materials,False,,,,AT,3263,,True,,
14154,9663,630391,Of cotton,True,,,Done,AT,3363,,,,
14155,9763,630392,Of synthetic fibres,True,,,Done,AT,3363,,,,
14156,9863,630399,Of other textile materials,True,,,Done,AT,3363,,,,
14157,9963,630411,Knitted or crocheted,False,,,,AT,3463,,True,,
14158,10063,630419,Other,True,,,Done,AT,3463,,,,
14159,10163,630491,Knitted or crocheted,False,,,,AT,3663,,True,,
14160,10263,630492,"Not knitted or crocheted, of cotton",True,,,Done,AT,3663,,,,
14161,10363,630493,"Not knitted or crocheted, of synthetic fibres",True,,,Done,AT,3663,,,,
14162,10463,630499,"Not knitted or crocheted, of other textile materials",True,,,Done,AT,3663,,,,
14163,10563,63051010,Used,False,,,,AT,3763,,True,,
14164,10663,63051090,Other,False,,,,AT,3763,,True,,
14165,10763,6305200010,Knitted or crocheted,False,,,,AT,3863,,True,,
14166,10863,6305200090,Other,False,,,,AT,3863,,True,,
14167,11063,630532,Flexible intermediate bulk containers,True,,,Done,AT,4063,,,,
14168,11163,630533,"Other, of polyethylene or polypropylene strip or the like",True,,,Done,AT,4063,,,,
14169,11263,630539,Other,True,,,Done,AT,4063,,,,
14170,11363,,Knitted or crocheted,True,,,Done,AT,4163,,,6305900010,6305900020
14171,11663,,Other,True,,,Done,AT,4163,,,6305900093,6305900099
14172,11863,630612,Of synthetic fibres,False,,,,AT,4363,,True,,
14173,11963,630619,Of other textile materials,False,,,,AT,4363,,True,,
14174,12163,630622,Of synthetic fibres,False,,,,AT,4563,,True,,
14175,12263,630629,Of other textile materials,False,,,,AT,4563,,True,,
14176,12763,,Of cotton,True,,,Done,AT,5063,,,6306900011,6306900019
14177,12863,6306900090,Of other textile materials,False,,,,AT,5063,,True,,
14178,13263,63071010,Knitted or crocheted,False,,,,AT,5263,,True,,
14179,13363,63071030,Nonwovens,False,,,,AT,5263,,True,,
14180,13463,63071090,Other,True,,,Done,AT,5263,,,,
14181,15463,63079010,Knitted or crocheted,False,,,,AT,5463,,True,,
14182,13863,,Other,True,,,Done,AT,5463,,,6307909100,6307909800
14183,14164,64019210,With uppers of rubber,False,,,,AT,6064,,True,,
14184,14264,64019290,With uppers of plastics,False,,,,AT,6064,,True,,
14185,14364,6401990010,Covering the knee,False,,,,AT,6164,,True,,
14186,14464,6401990090,Other,False,,,,AT,6164,,True,,
14187,14764,64021210,Ski-boots and cross-country ski footwear,False,,,,AT,6364,,True,,
14188,14864,64021290,Snowboard boots,False,,,,AT,6364,,True,,
14189,15264,64029110,Incorporating a protective metal toecap,False,,,,AT,13164,,True,,
14190,15464,64029190,Other,False,,,,AT,13164,,True,,
14191,15564,64029905,Incorporating a protective metal toecap,False,,,,AT,7064,,True,,
14192,15864,,Other,True,,,Done,AT,7064,,,6402991000,6402999800
14193,17064,64035105,"Made on a base or platform of wood, not having an inner sole",True,,,Done,AT,8564,,,,
14194,17264,,Other,True,,,Done,AT,8564,,,6403511100,6403519900
14195,17464,64035905,"Made on a base or platform of wood, not having an inner sole",True,,,Done,AT,8664,,,,
14196,17664,,Other,True,,,Done,AT,8664,,,6403591100,6403599900
14197,17964,64039105,"Made on a base or platform of wood, not having an inner sole",True,,,Done,AT,8764,,,,
14198,18164,,Other,True,,,Done,AT,8764,,,6403911100,6403919800
14199,18364,64039905,"Made on a base or platform of wood, not having an inner sole",True,,,Done,AT,8864,,,,
14200,18564,,Other,True,,,Done,AT,8864,,,6403991100,6403999800
14201,19364,64041910,Slippers and other indoor footwear,False,,,,AT,9264,,True,,
14202,23564,64041990,Other,False,,,,AT,9264,,True,,
14203,19964,64052091,Slippers and other indoor footwear,False,,,,AT,10664,,True,,
14204,23764,64052099,Other,False,,,,AT,10664,,True,,
14205,20364,6406101010,Hand-made,False,,,,AT,10964,,True,,
14206,20464,6406101090,Other,False,,,,AT,10964,,True,,
14207,20764,6406109010,Hand-made,False,,,,AT,11164,,True,,
14208,20864,6406109090,Other,False,,,,AT,11164,,True,,
14209,20964,6406201010,Hand-made,False,,,,AT,11264,,True,,
14210,21064,6406201090,Other,False,,,,AT,11264,,True,,
14211,21164,6406209010,Hand-made,False,,,,AT,11364,,True,,
14212,21264,6406209090,Other,False,,,,AT,11364,,True,,
14213,21364,6406903010,Hand-made,False,,,,AT,11464,,True,,
14214,21464,6406903090,Other,False,,,,AT,11464,,True,,
14215,21564,6406905010,Hand-made,False,,,,AT,11564,,True,,
14216,21664,6406905090,Other,False,,,,AT,11564,,True,,
14217,21764,6406906010,Hand-made,False,,,,AT,11664,,True,,
14218,21864,6406906090,Other,False,,,,AT,11664,,True,,
14219,21964,6406909010,"Gaiters, leggings and similar articles and parts thereof",False,,,,AT,11764,,True,,
14220,22064,,Other,True,,,Done,AT,11764,,,6406909020,6406909090
14221,3865,6505009010,"Berets, in wool, hand-made",False,,,,AT,2065,,True,,
14222,3965,6505009090,Other,False,,,,AT,2065,,True,,
14223,4965,65069910,"Of fur felt or of felt of wool and fur, made from the hat bodies, hoods or plateaux of heading 6501 00 00",False,,,,AT,3765,,True,,
14224,5065,65069990,Other,False,,,,AT,3765,,True,,
14225,2266,66019920,With a cover of woven textile materials,False,,,,AT,1766,,True,,
14226,2366,66019990,Other,False,,,,AT,1766,,True,,
14227,19668,6802910010,"Hand-made, carved",False,,,,AT,9668,,True,,
14228,19868,6802910090,Other,False,,,,AT,9668,,True,,
14229,20268,6802920010,"Hand-made, carved",False,,,,AT,9768,,True,,
14230,20468,6802920090,Other,False,,,,AT,9768,,True,,
14231,20768,68029310,"Polished, decorated or otherwise worked, but not carved, of a net weight of 10 kg or more",False,,,,AT,9868,,True,,
14232,20868,68029390,Other,True,,,Done,AT,9868,,,,
14233,20968,68029910,"Polished, decorated or otherwise worked, but not carved, of a net weight of 10 kg or more",False,,,,AT,9968,,True,,
14234,21068,68029990,Other,True,,,Done,AT,9968,,,,
14235,21268,6804210020,"Discs<br> <br>- of synthetic diamonds which are agglomerated with a metal alloy, ceramic alloy or plastic alloy,<br> <br>- having a self-sharpening effect by constant release of the diamonds,<br> <br>- suitable for abrasive cutting of wafers,<br> <br>- whether or not containing a hole in the centre,<br> <br>- whether or not on a support<br> <br>- with a weight of not more than 377 g per piece and<br> <br>- with an external diameter of not more than 206 mm<br>",False,,,,AT,18368,,True,,
14236,21368,6804210030,"Steel wire used for cropping and squaring semiconductors:<br>-	coated with diamond grains of 5 µm or more but not more than 55 µm,<br>-	with a wire diameter of 45 µm or more, but not more than 370 µm,<br>-	a breaking strength of 11,5 N or more but not more than 200 N<br>",False,,,,AT,18368,,True,,
14237,21468,6804210090,Other,False,,,,AT,18368,,True,,
14238,21668,,"Of artificial abrasives, with binder",True,,,Done,AT,10268,,,6804221200,6804225000
14239,21768,68042290,Other,False,,,,AT,10268,,True,,
14240,22268,68101110,"Of light concrete (with a basis of crushed pumice, granulated slag, etc.)",False,,,,AT,12468,,True,,
14241,22368,68101190,Other,False,,,,AT,12468,,True,,
14242,23368,6812801010,For use in civil aircraft,False,,,,AT,14168,,True,,
14243,23468,6812801090,Other,False,,,,AT,14168,,True,,
14244,23568,6812809010,For use in civil aircraft,False,,,,AT,14268,,True,,
14245,23668,6812809090,Other,False,,,,AT,14268,,True,,
14246,24368,68129910,Fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and magnesium carbonate,True,,,Done,AT,15168,,,,
14247,24468,68129990,Other,True,,,Done,AT,15168,,,,
14248,24568,6813810010,For use in civil aircraft,False,,,,AT,15868,,True,,
14249,24668,6813810090,Other,False,,,,AT,15868,,True,,
14250,24768,6813890005,For use in civil aircraft,False,,,,AT,15968,,True,,
14251,24968,,Other,True,,,Done,AT,15968,,,6813890020,6813890090
14252,8369,69022010,"Containing, by weight, 93 % or more of silica (SiO<sub>2</sub>)",False,,,,AT,3169,,True,,
14253,8469,,Other,True,,,Done,AT,3169,,,6902209100,6902209900
14254,8769,69032010,"Containing, by weight, less than 45 % of alumina (Al<sub>2</sub>O<sub>3</sub>)",False,,,,AT,3669,,True,,
14255,8869,69032090,"Containing, by weight, 45 % or more of alumina (Al<sub>2</sub>O<sub>3</sub>)",False,,,,AT,3669,,True,,
14256,9069,69039010,"Containing, by weight, more than 25 % but not more than 50 % of free carbon",False,,,,AT,3769,,True,,
14257,9569,69039090,Other,True,,,Done,AT,3769,,,,
14258,9669,690721,"Of a water absorption coefficient by weight not exceeding 0,5 %",False,,,,AT,4369,,True,,
14259,9769,690722,"Of a water absorption coefficient by weight exceeding 0,5 % but not exceeding 10 %",False,,,,AT,4369,,True,,
14260,9869,690723,Of a water absorption coefficient by weight exceeding 10 %,False,,,,AT,4369,,True,,
14261,10769,690911,Of porcelain or china,False,,,,AT,5169,,True,,
14262,10869,690912,Articles having a hardness equivalent to 9 or more on the Mohs scale,False,,,,AT,5169,,True,,
14263,11069,690919,Other,True,,,Done,AT,5169,,,,
14264,11169,6911100010,"Condiment or spice mills and their ceramic grinding parts, coffee mills, knife sharpeners, sharpeners, kitchen tools to be used for cutting, grinding, grating, slicing, scraping and peeling, cordierite ceramic pizza-stones of a kind used for baking pizza or bread",False,,,,AT,7769,,True,,
14265,11269,6911100090,Other,False,,,,AT,7769,,True,,
14266,11769,69120021,Of common pottery,True,,,Done,AT,6069,,,,
14267,11869,69120023,Stoneware,True,,,Done,AT,6069,,,,
14268,11969,69120025,Earthenware or fine pottery,True,,,Done,AT,6069,,,,
14269,12069,69120029,Other,True,,,Done,AT,6069,,,,
14270,12569,69120081,Of common pottery,True,,,Done,AT,6569,,,,
14271,12669,69120083,Stoneware,False,,,,AT,6569,,True,,
14272,12769,69120085,Earthenware or fine pottery,False,,,,AT,6569,,True,,
14273,12869,69120089,Other,False,,,,AT,6569,,True,,
14274,13169,6913100010,Hand-made,False,,,,AT,8269,,True,,
14275,13269,6913100090,Other,False,,,,AT,8269,,True,,
14276,14769,69139010,Of common pottery,True,,,Done,AT,7069,,,,
14277,13669,,Other,True,,,Done,AT,7069,,,6913909300,6913909800
14278,13769,6914900010,Of common pottery hand-made,False,,,,AT,7269,,True,,
14279,13869,,Other,True,,,Done,AT,7269,,,6914900020,6914900090
14280,35870,70031210,Of optical glass,False,,,,AT,13970,,True,,
14281,35970,,Other,True,,,Done,AT,13970,,,7003129100,7003129900
14282,36070,70031910,Of optical glass,False,,,,AT,14070,,True,,
14283,36170,70031990,Other,False,,,,AT,14070,,True,,
14284,36270,70042091,Having a non-reflecting layer,False,,,,AT,14970,,True,,
14285,36370,70042099,Other,False,,,,AT,14970,,True,,
14286,61070,70051025,"Not exceeding 3,5 mm",False,,,,AT,16070,,True,,
14287,61270,70051030,"Exceeding 3,5 mm but not exceeding 4,5 mm",False,,,,AT,16070,,True,,
14288,38170,70051080,"Exceeding 4,5 mm",False,,,,AT,16070,,True,,
14289,38770,70052125,"Of a thickness not exceeding 3,5 mm",False,,,,AT,16270,,True,,
14290,38870,70052130,"Of a thickness exceeding 3,5 mm but not exceeding 4,5 mm",False,,,,AT,16270,,True,,
14291,39170,70052180,"Of a thickness exceeding 4,5 mm",False,,,,AT,16270,,True,,
14292,39470,70052925,"Of a thickness not exceeding 3,5 mm",False,,,,AT,16370,,True,,
14293,39670,70052935,"Of a thickness exceeding 3,5 mm but not exceeding 4,5 mm",False,,,,AT,16370,,True,,
14294,39770,70052980,"Of a thickness exceeding 4,5 mm",False,,,,AT,16370,,True,,
14295,61470,70071110,Of size and shape suitable for incorporation in motor vehicles,True,,,Done,AT,17670,,,,
14296,40070,70071190,Other,False,,,,AT,17670,,True,,
14297,40170,70071910,Enamelled,False,,,,AT,17770,,True,,
14298,61570,70071920,"Coloured throughout the mass (body tinted), opacified, flashed or having an absorbent or reflecting layer",False,,,,AT,17770,,True,,
14299,61770,70071980,Other,True,,,Done,AT,17770,,,,
14300,40870,70072120,Of size and shape suitable for incorporation in motor vehicles,False,,,,AT,17870,,True,,
14301,40970,70072180,Other,True,,,Done,AT,17870,,,,
14302,41470,7009910010,"Chrome-plated glass mirror with:<br> <br>-a length of 155 mm or more, but not more than 158 mm, <br> <br>-a height of 115 mm or more, but not more than 120 mm,<br> <br>-a blind spot sensor with a blind spot motion detection light module, with an edge luminescence greater than or equal to 5 000 cd/m² and a central luminescence greater than or equal to 7 000 cd/m²,<br> <br>-a heater foil, with a resistance of 1,1 kΩ or more, but not more than 1,35 kΩ, <br>designed to be mounted in a housing as an exterior vehicle mirror, for use in the manufacture of car mirrors​",False,,,,AT,34470,,True,,
14303,41570,7009910020,"Aspherical, convex or flat chrome-plated glass, ready for framing:<br> <br>-with a length of 140 mm or more but not more than 215 mm,<br> <br>-with a height of 104 mm or more but not more than 138 mm,<br> <br>-with curvature radius of 0 mm or more but not more than 1 330 mm,<br> <br>-with a reflectance of more than 40 %,<br>for the manufacture of automotive mirrors",False,,,,AT,34470,,True,,
14304,41770,7009910090,Other,False,,,,AT,34470,,True,,
14305,41970,70109021,Made from tubing of glass,False,,,,AT,20570,,True,,
14306,42070,,"Other, of a nominal capacity of",True,,,Done,AT,20570,,,7010903100,7010909900
14307,43570,70132210,Gathered by hand,False,,,,AT,24270,,True,,
14308,43670,70132290,Gathered mechanically,False,,,,AT,24270,,True,,
14309,43770,70132810,Gathered by hand,False,,,,AT,24370,,True,,
14310,43870,70132890,Gathered mechanically,False,,,,AT,24370,,True,,
14311,44370,,Gathered by hand,True,,,Done,AT,24770,,,7013331100,7013331900
14312,44470,,Gathered mechanically,True,,,Done,AT,24770,,,7013339100,7013339900
14313,44570,70133710,Of toughened glass,False,,,,AT,24870,,True,,
14314,44670,,Other,True,,,Done,AT,24870,,,7013375100,7013379900
14315,44970,70134110,Gathered by hand,False,,,,AT,25070,,True,,
14316,45070,70134190,Gathered mechanically,False,,,,AT,25070,,True,,
14317,45170,70134910,Of toughened glass,False,,,,AT,25270,,True,,
14318,45270,,Other,True,,,Done,AT,25270,,,7013499100,7013499900
14319,45370,70139110,Gathered by hand,False,,,,AT,25370,,True,,
14320,45470,70139190,Gathered mechanically,False,,,,AT,25370,,True,,
14321,45570,7013990010,Gathered by hand,False,,,,AT,25470,,True,,
14322,45670,7013990090,Other,False,,,,AT,25470,,True,,
14323,46170,70181011,Cut and mechanically polished,False,,,,AT,26170,,True,,
14324,61970,70181019,Other,True,,,Done,AT,26170,,,,
14325,46670,70181051,Cut and mechanically polished,False,,,,AT,26570,,True,,
14326,46770,70181059,Other,False,,,,AT,26570,,True,,
14327,47170,,Rovings which are impregnated and coated and with a loss on ignition of 3% or more (as determined by the ISO Standard 1887),True,,,Done,AT,34870,,,7019120002,7019120019
14328,47670,,Other,True,,,Done,AT,34870,,,7019120022,7019120039
14329,48470,,Of filaments,True,,,Done,AT,27470,,,7019130010,7019130087
14330,48570,,Other,True,,,Done,AT,27470,,,7019130092,7019130094
14331,48770,7019140010,"Of low moisture absorption capacity, intended for certain types of aircraft",False,,,,AT,27570,,True,,
14332,48870,7019140090,Other,False,,,,AT,27570,,True,,
14333,48970,7019150010,"Of low moisture absorption capacity, intended for certain types of aircraft",False,,,,AT,27670,,True,,
14334,49070,7019150090,Other,False,,,,AT,27670,,True,,
14335,49270,,Of filaments,True,,,Done,AT,27770,,,7019190020,7019190030
14336,49370,,Other,True,,,Done,AT,27770,,,7019190080,7019190085
14337,56270,,"Woven fabrics of rovings, impregnated with epoxy resin, with a coefficient of thermal expansion between 30°C and 120°C (measured according to IPC-TM-650) of:<br> <br>- 10ppm per°C or more but not more than 12ppm per°C in the length and width, and<br> <br>- 20ppm per°C or more but not more than 30ppm per°C in the thickness, with a glass transition temperature of 152°C or more but not more than 153°C (measured according IPC-TM-650)<br>",True,,,Done,AT,30370,,,7019610011,7019610019
14338,56370,,Prepreg sheets or rolls containing polyimide resin,True,,,Done,AT,30370,,,7019610021,7019610029
14339,56470,,Other,True,,,Done,AT,30370,,,7019610050,7019610085
14340,56770,70196210,Waste and scrap,True,,,Done,AT,30470,,,,
14341,56870,70196290,Other,True,,,Done,AT,30470,,,,
14342,56970,,"Open mesh fabrics of glass fibres, of a cell size of more than 1.8 mm both in length and in width and weighting more than 35 g/m², excluding fibreglass discs",True,,,Done,AT,30570,,,7019630011,7019630019
14343,57070,7019630030,"E-fibre glass fabrics: <br>- having a weight of 20 g/m² or more, but not more than 214 g/m², <br>- surface treated with an organosilane coupling agent, <br>- in rolls, <br>- having a humidity content by weight of 0,13 % or less, and <br>- having not more than 3 hollow fibres out of 100 000 fibres,<br>for the exclusive use in the manufacture of prepregs and copper clad laminates",False,,,,AT,30570,,True,,
14344,57170,,Other,True,,,Done,AT,30570,,,7019630081,7019630085
14345,57270,,"Open mesh fabrics of glass fibres, of a cell size of more than 1.8 mm both in length and in width and weighting more than 35 g/m², excluding fibreglass discs",True,,,Done,AT,30670,,,7019640011,7019640019
14346,57370,7019640040,"Epoxy resin coated glass woven fabric containing by weight:<br><br>-91 % or more but not more than 93 % of glass fibres,<br><br>-7 % or more but not more than 9 % of epoxy resin<br>",False,,,,AT,30670,,True,,
14347,57470,,Other,True,,,Done,AT,30670,,,7019640081,7019640085
14348,57570,,"Woven fabrics of rovings, impregnated with epoxy resin, with a coefficient of thermal expansion between 30°C and 120°C (measured according to IPC-TM-650) of:<br> <br>- 10ppm per°C or more but not more than 12ppm per°C in the length and width, and<br> <br>- 20ppm per°C or more but not more than 30ppm per°C in the thickness, with a glass transition temperature of 152°C or more but not more than 153°C (measured according IPC-TM-650)<br>",True,,,Done,AT,30770,,,7019650011,7019650019
14349,57670,,Prepreg sheets or rolls containing polyimide resin,True,,,Done,AT,30770,,,7019650021,7019650029
14350,57770,,Other,True,,,Done,AT,30770,,,7019650050,7019650085
14351,57870,7019660010,"Glass web woven from glass fibre coated in plastic, of a weight of 120 g/m² (± 10 g/m²) of a type used in rolling insect screens with fixed frames",False,,,,AT,30870,,True,,
14352,57970,,"Woven fabrics of rovings, impregnated with epoxy resin, with a coefficient of thermal expansion between 30°C and 120°C (measured according to IPC-TM-650) of:<br> <br>- 10ppm per°C or more but not more than 12ppm per°C in the length and width, and<br> <br>- 20ppm per°C or more but not more than 30ppm per°C in the thickness, with a glass transition temperature of 152°C or more but not more than 153°C (measured according IPC-TM-650)<br>",True,,,Done,AT,30870,,,7019660011,7019660019
14353,58070,,Prepreg sheets or rolls containing polyimide resin,True,,,Done,AT,30870,,,7019660021,7019660029
14354,58170,,Other,True,,,Done,AT,30870,,,7019660050,7019660085
14355,58270,70196910,Stitched fabrics and needled fabrics,True,,,Done,AT,30970,,,,
14356,58370,70196990,Other,True,,,Done,AT,30970,,,,
14357,58470,7019710010,"Of low moisture absorption capacity, intended for certain types of aircraft",False,,,,AT,31070,,True,,
14358,58570,7019710050,"Non-woven product of non-textile glass fibre, for the manufacture of air filters or catalysts",False,,,,AT,31070,,True,,
14359,58670,7019710090,Other,False,,,,AT,31070,,True,,
14360,58770,7019720050,"Non-woven product of non-textile glass fibre, for the manufacture of air filters or catalysts",False,,,,AT,31170,,True,,
14361,58870,7019720090,Other,False,,,,AT,31170,,True,,
14362,58970,7019801020,"Boards and similar non-woven products of low moisture absorption capacity, intended for certain types of aircraft",False,,,,AT,31370,,True,,
14363,59070,7019801090,Other,False,,,,AT,31370,,True,,
14364,59170,7019809010,"Glass wool in which fibres of a diameter of less than 4,6 µm predominate",False,,,,AT,35470,,True,,
14365,59270,7019809090,Other,False,,,,AT,35470,,True,,
14366,59470,,"Fabrics of stitched continuous filament glass fibre rovings or yarns, excluding products which are impregnated or pre-impregnated (pre-preg)",True,,,Done,AT,32470,,,7019900081,7019900084
14367,59570,7019900085,Other,False,,,,AT,32470,,True,,
14368,60470,7020001010,Television pedestal stands with or without bracket for fixation to and stabilization of television cabinet case/body,False,,,,AT,35570,,True,,
14369,60570,7020001020,Raw material for optical elements of fused silicon dioxide with:<br><br>- a thickness of 10 cm or more but not more than 40 cm and<br><br>- a weight of 100 kg or more<br>,False,,,,AT,35570,,True,,
14370,60670,7020001090,Other,False,,,,AT,35570,,True,,
14371,10871,710121,Unworked,False,,,,AT,2671,,True,,
14372,10971,710122,Worked,False,,,,AT,2671,,True,,
14373,11271,710221,"Unworked or simply sawn, cleaved or bruted",False,,,,AT,3071,,True,,
14374,11371,710229,Other,False,,,,AT,3071,,True,,
14375,11471,710231,"Unworked or simply sawn, cleaved or bruted",False,,,,AT,3171,,True,,
14376,11571,710239,Other,False,,,,AT,3171,,True,,
14377,11671,710391,"Rubies, sapphires and emeralds",False,,,,AT,3371,,True,,
14378,11771,710399,Other,False,,,,AT,3371,,True,,
14379,12271,710421,Diamonds,False,,,,AT,3971,,True,,
14380,12371,710429,Other,False,,,,AT,3971,,True,,
14381,12671,710491,Diamonds,False,,,,AT,4271,,True,,
14382,12771,710499,Other,False,,,,AT,4271,,True,,
14383,13471,710691,Unwrought,False,,,,AT,5271,,True,,
14384,13671,710692,Semi-manufactured,False,,,,AT,5271,,True,,
14385,13871,710811,Powder,False,,,,AT,5371,,True,,
14386,13971,710812,Other unwrought forms,False,,,,AT,5371,,True,,
14387,14071,710813,Other semi-manufactured forms,True,,,Done,AT,5371,,,,
14388,14171,711011,Unwrought or in powder form,False,,,,AT,5571,,True,,
14389,14271,711019,Other,True,,,Done,AT,5571,,,,
14390,14371,711021,Unwrought or in powder form,False,,,,AT,5671,,True,,
14391,14471,711029,Other,False,,,,AT,5671,,True,,
14392,14571,711031,Unwrought or in powder form,False,,,,AT,5771,,True,,
14393,14671,711039,Other,False,,,,AT,5771,,True,,
14394,14771,711041,Unwrought or in powder form,False,,,,AT,5871,,True,,
14395,14871,711049,Other,False,,,,AT,5871,,True,,
14396,15171,711291,"Of gold, including metal clad with gold but excluding sweepings containing other precious metals",False,,,,AT,6571,,True,,
14397,15271,711292,"Of platinum, including metal clad with platinum but excluding sweepings containing other precious metals",False,,,,AT,6571,,True,,
14398,18471,711299,Other,False,,,,AT,6571,,True,,
14399,15671,711311,"Of silver, whether or not plated or clad with other precious metal",False,,,,AT,6671,,True,,
14400,15771,711319,"Of other precious metal, whether or not plated or clad with precious metal",False,,,,AT,6671,,True,,
14401,15871,711411,"Of silver, whether or not plated or clad with other precious metal",False,,,,AT,6871,,True,,
14402,15971,711419,"Of other precious metal, whether or not plated or clad with precious metal",False,,,,AT,6871,,True,,
14403,16371,71162011,"Necklaces, bracelets and other articles made wholly of natural precious or semi-precious stones, simply strung without fasteners or other accessories",False,,,,AT,7471,,True,,
14404,16471,71162080,Other,False,,,,AT,7471,,True,,
14405,16871,711711,Cuff links and studs,False,,,,AT,7571,,True,,
14406,16971,711719,Other,True,,,Done,AT,7571,,,,
14407,24172,,"Containing by weight not less than 0,4 % of manganese",True,,,Done,AT,3772,,,7201101100,7201101900
14408,76672,72011030,"Containing by weight not less than 0,1 % but less than 0,4 % of manganese",True,,,Done,AT,3772,,,,
14409,24472,72011090,"Containing by weight less than 0,1 % of manganese",False,,,,AT,3772,,True,,
14410,24772,72015010,"Alloy pig iron containing by weight not less than 0,3 % but not more than 1 % of titanium and not less than 0,5 % but not more than 1 % of vanadium",False,,,,AT,4172,,True,,
14411,24872,72015090,Other,False,,,,AT,4172,,True,,
14412,76772,720211,Containing by weight more than 2 % of carbon,True,,,Done,AT,4272,,,,
14413,25172,720219,Other,False,,,,AT,4272,,True,,
14414,25272,720221,Containing by weight more than 55 % of silicon,False,,,,AT,4372,,True,,
14415,76972,720229,Other,True,,,Done,AT,4372,,,,
14416,25672,720241,Containing by weight more than 4 % of carbon,True,,,Done,AT,4572,,,,
14417,25772,720249,Other,True,,,Done,AT,4572,,,,
14418,25872,720291,Ferro-titanium and ferro-silico-titanium,False,,,,AT,5072,,True,,
