Unnamed: 0,id,code,description,hasChildren,section,index,crawled,country,parent_id,error_message,selectable,intervalMin,intervalMax,tariff_crawled,tariff_crawled_error_message
4539,2887,,"Other, of an engine power",TRUE,,,Done,AT,487,,,8701910000,8701950000,,
4540,2987,870210,With only compression-ignition internal combustion piston engine (diesel or semi-diesel),TRUE,,,Done,AT,587,,,,,,
4541,3087,870220,With both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor as motors for propulsion,TRUE,,,Done,AT,587,,,,,,
4542,3187,870230,With both spark-ignition internal combustion piston engine and electric motor as motors for propulsion,TRUE,,,Done,AT,587,,,,,,
4543,3287,870240,With only electric motor for propulsion,FALSE,,,,AT,587,,TRUE,,,,
4544,3387,870290,Other,TRUE,,,Done,AT,587,,,,,,
4545,3487,870310,Vehicles specially designed for travelling on snow; golf cars and similar vehicles,TRUE,,,Done,AT,687,,,,,,
4546,3587,,"Other vehicles, with only spark-ignition internal combustion piston engine",TRUE,,,Done,AT,687,,,8703210000,8703240000,,
4547,3687,,"Other vehicles, with only compression-ignition internal combustion piston engine (diesel or semi-diesel)",TRUE,,,Done,AT,687,,,8703310000,8703330000,,
4548,3787,870340,"Other vehicles, with both spark-ignition internal combustion piston engine and electric motor as motors for propulsion, other than those capable of being charged by plugging to external source of electric power",TRUE,,,Done,AT,687,,,,,,
4549,3887,870350,"Other vehicles, with both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor as motors for propulsion, other than those capable of being charged by plugging to external source of electric power",FALSE,,,,AT,687,,TRUE,,,,
4550,3987,870360,"Other vehicles, with both spark-ignition internal combustion piston engine and electric motor as motors for propulsion, capable of being charged by plugging to external source of electric power",TRUE,,,Done,AT,687,,,,,,
4551,4087,870370,"Other vehicles, with both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor as motors for propulsion, capable of being charged by plugging to external source of electric power",FALSE,,,,AT,687,,TRUE,,,,
4552,4187,870380,"Other vehicles, with only electric motor for propulsion",TRUE,,,Done,AT,687,,,,,,
4553,4287,870390,Other,FALSE,,,,AT,687,,TRUE,,,,
4554,4487,870410,Dumpers designed for off-highway use,TRUE,,,Done,AT,787,,,,,,
4555,4587,,"Other, with only compression-ignition internal combustion piston engine (diesel or semi-diesel)",TRUE,,,Done,AT,787,,,8704210000,8704230000,,
4556,4687,,"Other, with only spark-ignition internal combustion piston engine",TRUE,,,Done,AT,787,,,8704310000,8704320000,,
4557,4787,,"Other, with both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor as motors for propulsion",TRUE,,,Done,AT,787,,,8704410000,8704430000,,
4558,4887,,"Other, with both spark-ignition internal combustion piston engine and electric motor as motors for propulsion",TRUE,,,Done,AT,787,,,8704510000,8704520000,,
4559,4987,870460,Other with only electric motor for propulsion,FALSE,,,,AT,787,,TRUE,,,,
4560,11587,870490,Other,FALSE,,,,AT,787,,TRUE,,,,
4561,5387,870510,Crane lorries,FALSE,,,,AT,887,,TRUE,,,,
4562,5487,870520,Mobile drilling derricks,FALSE,,,,AT,887,,TRUE,,,,
4563,5587,870530,Fire fighting vehicles,FALSE,,,,AT,887,,TRUE,,,,
4564,5687,870540,Concrete-mixer lorries,FALSE,,,,AT,887,,TRUE,,,,
4565,5787,870590,Other,TRUE,,,Done,AT,887,,,,,,
4566,5887,,"Chassis for tractors of heading 8701; chassis for motor vehicles of heading 8702, 8703 or 8704, with either a compression-ignition internal combustion piston engine (diesel or semi-diesel) of a cylinder capacity exceeding 2 500 cm<sup>3</sup> or with a spark-ignition internal combustion piston engine of a cylinder capacity exceeding 2 800 cm<sup>3</sup>",TRUE,,,Done,AT,987,,,8706001100,8706001900,,
4567,5987,,Other,TRUE,,,Done,AT,987,,,8706009100,8706009900,,
4568,6087,870710,For the vehicles of heading 8703,TRUE,,,Done,AT,1087,,,,,,
4569,6187,870790,Other,TRUE,,,Done,AT,1087,,,,,,
4570,6287,870810,Bumpers and parts thereof,TRUE,,,Done,AT,1187,,,,,,
4571,6387,,Other parts and accessories of bodies (including cabs),TRUE,,,Done,AT,1187,,,8708210000,8708290000,,
4572,6487,870830,Brakes and servo-brakes; parts thereof,TRUE,,,Done,AT,1187,,,,,,
4573,6687,870840,Gear boxes and parts thereof,TRUE,,,Done,AT,1187,,,,,,
4574,6787,870850,"Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof",TRUE,,,Done,AT,1187,,,,,,
4575,6987,870870,Road wheels and parts and accessories thereof,TRUE,,,Done,AT,1187,,,,,,
4576,7087,870880,Suspension systems and parts thereof (including shock-absorbers),TRUE,,,Done,AT,1187,,,,,,
4577,7187,,Other parts and accessories,TRUE,,,Done,AT,1187,,,8708910000,8708990000,,
4578,7287,,Vehicles,TRUE,,,Done,AT,1287,,,8709110000,8709190000,,
4579,11787,870990,Parts,FALSE,,,,AT,1287,,TRUE,,,,
4580,11987,871110,With internal combustion piston engine of a cylinder capacity not exceeding 50 cm<sup>3</sup>,FALSE,,,,AT,1487,,TRUE,,,,
4581,7987,871120,With internal combustion piston engine of a cylinder capacity exceeding 50 cm<sup>3</sup> but not exceeding 250 cm<sup>3</sup>,TRUE,,,Done,AT,1487,,,,,,
4582,12187,871130,With internal combustion piston engine of a cylinder capacity exceeding 250 cm<sup>3</sup> but not exceeding 500 cm<sup>3</sup>,TRUE,,,Done,AT,1487,,,,,,
4583,8287,871140,With internal combustion piston engine of a cylinder capacity exceeding 500 cm<sup>3</sup> but not exceeding 800 cm<sup>3</sup>,FALSE,,,,AT,1487,,TRUE,,,,
4584,8387,871150,With internal combustion piston engine of a cylinder capacity exceeding 800 cm<sup>3</sup>,FALSE,,,,AT,1487,,TRUE,,,,
4585,8487,871160,With electric motor for propulsion,TRUE,,,Done,AT,1487,,,,,,
4586,12287,871190,Other,FALSE,,,,AT,1487,,TRUE,,,,
4587,12587,87120030,Bicycles with ball bearings,TRUE,,,Done,AT,1587,,,,,,
4588,9387,87120070,Other,TRUE,,,Done,AT,1587,,,,,,
4589,9587,871310,Not mechanically propelled,FALSE,,,,AT,1687,,TRUE,,,,
4590,9687,871390,Other,FALSE,,,,AT,1687,,TRUE,,,,
4591,9787,871410,Of motorcycles (including mopeds),TRUE,,,Done,AT,1787,,,,,,
4592,9987,871420,Of carriages for disabled persons,FALSE,,,,AT,1787,,TRUE,,,,
4593,10087,,Other,TRUE,,,Done,AT,1787,,,8714910000,8714990000,,
4594,10187,87150010,Baby carriages,FALSE,,,,AT,1887,,TRUE,,,,
4595,10287,87150090,Parts,FALSE,,,,AT,1887,,TRUE,,,,
4596,10387,871610,"Trailers and semi-trailers of the caravan type, for housing or camping",TRUE,,,Done,AT,1987,,,,,,
4597,10487,871620,Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,FALSE,,,,AT,1987,,TRUE,,,,
4598,10687,,Other trailers and semi-trailers for the transport of goods,TRUE,,,Done,AT,1987,'NoneType' object has no attribute 'status_code',,8716310000,8716390000,,
4599,10787,871640,Other trailers and semi-trailers,FALSE,,,,AT,1987,,TRUE,,,,
4600,10887,871680,Other vehicles,FALSE,,,,AT,1987,,TRUE,,,,
4601,12787,871690,Parts,TRUE,,,Done,AT,1987,,,,,,
4602,1188,88010010,Balloons and dirigibles; gliders and hang gliders,TRUE,,,Done,AT,488,,,,,,
4603,1288,88010090,Other,TRUE,,,Done,AT,488,,,,,,
4604,1588,,Helicopters,TRUE,,,Done,AT,588,,,8802110000,8802120000,,
4605,1688,880220,"Aeroplanes and other aircraft, of an unladen weight not exceeding 2 000 kg",TRUE,,,Done,AT,588,,,,,,
4606,1788,880230,"Aeroplanes and other aircraft, of an unladen weight exceeding 2 000 kg but not exceeding 15 000 kg",TRUE,,,Done,AT,588,,,,,,
4607,1888,880240,"Aeroplanes and other aircraft, of an unladen weight exceeding 15 000 kg",TRUE,,,Done,AT,588,,,,,,
4608,3688,880260,Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,TRUE,,,Done,AT,588,,,,,,
4609,2688,880510,Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,TRUE,,,Done,AT,888,,,,,,
4610,2888,,Ground flying trainers and parts thereof,TRUE,,,Done,AT,888,,,8805210000,8805290000,,
4611,2988,880610,Designed for the carriage of passengers,TRUE,,,Done,AT,988,,,,,,
4612,3088,,"Other, for remote-controlled flight only",TRUE,,,Done,AT,988,,,8806210000,8806290000,,
4613,3188,,Other,TRUE,,,Done,AT,988,,,8806910000,8806990000,,
4614,3288,880710,Propellers and rotors and parts thereof,TRUE,,,Done,AT,1088,,,,,,
4615,3388,880720,Under-carriages and parts thereof,TRUE,,,Done,AT,1088,,,,,,
4616,3488,880730,"Other parts of aeroplanes, helicopters or unmanned aircraft",TRUE,,,Done,AT,1088,,,,,,
4617,3588,880790,Other,TRUE,,,Done,AT,1088,,,,,,
4618,1289,890110,"Cruise ships, excursion boats and similar vessels principally designed for the transport of persons; ferry-boats of all kinds",TRUE,,,Done,AT,489,,,,,,
4619,1389,890120,Tankers,TRUE,,,Done,AT,489,,,,,,
4620,1489,890130,"Refrigerated vessels, other than those of subheading 8901 20",TRUE,,,Done,AT,489,,,,,,
4621,1589,890190,Other vessels for the transport of goods and other vessels for the transport of both persons and goods,TRUE,,,Done,AT,489,,,,,,
4622,1689,89020010,Seagoing,FALSE,,,,AT,589,,TRUE,,,,
4623,1989,89020090,Other,FALSE,,,,AT,589,,TRUE,,,,
4624,2189,,Inflatable (including rigid hull inflatable) boats,TRUE,,,Done,AT,689,,,8903110000,8903190000,,
4625,2289,,"Sailboats, other than inflatable, with or without auxiliary motor",TRUE,,,Done,AT,689,,,8903210000,8903230000,,
4626,2389,,"Motorboats, other than inflatable, not including outboard motorboats",TRUE,,,Done,AT,689,,,8903310000,8903330000,,
4627,2589,,Other,TRUE,,,Done,AT,689,,,8903930000,8903990000,,
4628,2689,89040010,Tugs,FALSE,,,,AT,789,,TRUE,,,,
4629,2789,,Pusher craft,TRUE,,,Done,AT,789,,,8904009100,8904009900,,
4630,2889,890510,Dredgers,TRUE,,,Done,AT,889,,,,,,
4631,2989,890520,Floating or submersible drilling or production platforms,FALSE,,,,AT,889,,TRUE,,,,
4632,3089,890590,Other,TRUE,,,Done,AT,889,,,,,,
4633,3389,890610,Warships,FALSE,,,,AT,989,,TRUE,,,,
4634,3489,890690,Other,TRUE,,,Done,AT,989,,,,,,
4635,3589,890710,Inflatable rafts,FALSE,,,,AT,1089,,TRUE,,,,
4636,3689,890790,Other,FALSE,,,,AT,1089,,TRUE,,,,
4637,3990,900110,"Optical fibres, optical fibre bundles and cables",TRUE,,,Done,AT,490,,,,,,
4638,4090,900120,Sheets and plates of polarising material,FALSE,,,,AT,490,,TRUE,,,,
4639,4290,900130,Contact lenses,FALSE,,,,AT,490,,TRUE,,,,
4640,4390,900140,Spectacle lenses of glass,TRUE,,,Done,AT,490,,,,,,
4641,4490,900150,Spectacle lenses of other materials,TRUE,,,Done,AT,490,,,,,,
4642,4590,900190,Other,TRUE,,,Done,AT,490,,,,,,
4643,4690,,Objective lenses,TRUE,,,Done,AT,590,,,9002110000,9002190000,,
4644,25490,900220,Filters,FALSE,,,,AT,590,,TRUE,,,,
4645,5190,900290,Other,FALSE,,,,AT,590,,TRUE,,,,
4646,5390,,Frames and mountings,TRUE,,,Done,AT,690,,,9003110000,9003190000,,
4647,25890,900390,Parts,TRUE,,,Done,AT,690,,,,,,
4648,5690,900410,Sunglasses,TRUE,,,Done,AT,790,,,,,,
4649,25990,900490,Other,TRUE,,,Done,AT,790,,,,,,
4650,5990,900510,Binoculars,FALSE,,,,AT,890,,TRUE,,,,
4651,6190,900580,Other instruments,FALSE,,,,AT,890,,TRUE,,,,
4652,6290,900590,Parts and accessories (including mountings),FALSE,,,,AT,890,,TRUE,,,,
4653,6790,900630,"Cameras specially designed for underwater use, for aerial survey or for medical or surgical examination of internal organs; comparison cameras for forensic or criminological purposes",FALSE,,,,AT,990,,TRUE,,,,
4654,6890,900640,Instant print cameras,FALSE,,,,AT,990,,TRUE,,,,
4655,7090,,Other cameras,TRUE,,,Done,AT,990,,,9006530000,9006590000,,
4656,7190,,Photographic flashlight apparatus and flashbulbs,TRUE,,,Done,AT,990,,,9006610000,9006690000,,
4657,7290,,Parts and accessories,TRUE,,,Done,AT,990,,,9006910000,9006990000,,
4658,7390,900710,Cameras,FALSE,,,,AT,1090,,TRUE,,,,
4659,7590,900720,Projectors,TRUE,,,Done,AT,1090,,,,,,
4660,7790,,Parts and accessories,TRUE,,,Done,AT,1090,,,9007910000,9007920000,,
4661,8290,900850,"Projectors, enlargers and reducers",FALSE,,,,AT,1190,,TRUE,,,,
4662,8390,900890,Parts and accessories,FALSE,,,,AT,1190,,TRUE,,,,
4663,9090,901010,Apparatus and equipment for automatically developing photographic (including cinematographic) film or paper in rolls or for automatically exposing developed film to rolls of photographic paper,FALSE,,,,AT,1390,,TRUE,,,,
4664,26590,901050,Other apparatus and equipment for photographic (including cinematographic) laboratories; negatoscopes,FALSE,,,,AT,1390,,TRUE,,,,
4665,9890,901060,Projection screens,FALSE,,,,AT,1390,,TRUE,,,,
4666,26990,901090,Parts and accessories,TRUE,,,Done,AT,1390,,,,,,
4667,27090,901110,Stereoscopic microscopes,FALSE,,,,AT,1490,,TRUE,,,,
4668,27290,901120,"Other microscopes, for photomicrography, cinephotomicrography or microprojection",TRUE,,,Done,AT,1490,,,,,,
4669,10890,901180,Other microscopes,FALSE,,,,AT,1490,,TRUE,,,,
4670,27390,901190,Parts and accessories,FALSE,,,,AT,1490,,TRUE,,,,
4671,27590,901210,Microscopes other than optical microscopes; diffraction apparatus,FALSE,,,,AT,1590,,TRUE,,,,
4672,27790,901290,Parts and accessories,FALSE,,,,AT,1590,,TRUE,,,,
4673,27990,901310,"Telescopic sights for fitting to arms; periscopes; telescopes designed to form parts of machines, appliances, instruments or apparatus of this chapter or Section XVI",TRUE,,,Done,AT,1690,,,,,,
4674,28090,901320,"Lasers, other than laser diodes",FALSE,,,,AT,1690,,TRUE,,,,
4675,28390,901380,"Other devices, appliances and instruments",TRUE,,,Done,AT,1690,,,,,,
4676,28490,901390,Parts and accessories,TRUE,,,Done,AT,1690,,,,,,
4677,12890,901410,Direction finding compasses,TRUE,,,Done,AT,1790,,,,,,
4678,12990,901420,Instruments and appliances for aeronautical or space navigation (other than compasses),TRUE,,,Done,AT,1790,,,,,,
4679,13090,901480,Other instruments and appliances,FALSE,,,,AT,1790,,TRUE,,,,
4680,13190,901490,Parts and accessories,FALSE,,,,AT,1790,,TRUE,,,,
4681,13390,901510,Rangefinders,FALSE,,,,AT,1890,,TRUE,,,,
4682,13590,901520,Theodolites and tachymeters (tacheometers),FALSE,,,,AT,1890,,TRUE,,,,
4683,13790,901530,Levels,TRUE,,,Done,AT,1890,,,,,,
4684,13890,901540,Photogrammetrical surveying instruments and appliances,FALSE,,,,AT,1890,,TRUE,,,,
4685,14090,901580,Other instruments and appliances,TRUE,,,Done,AT,1890,,,,,,
4686,14190,901590,Parts and accessories,FALSE,,,,AT,1890,,TRUE,,,,
4687,14390,90160010,Balances,FALSE,,,,AT,1990,,TRUE,,,,
4688,14490,90160090,Parts and accessories,FALSE,,,,AT,1990,,TRUE,,,,
4689,29190,901710,"Drafting tables and machines, whether or not automatic",TRUE,,,Done,AT,2090,,,,,,
4690,14890,901720,"Other drawing, marking-out or mathematical calculating instruments",TRUE,,,Done,AT,2090,,,,,,
4691,14990,901730,"Micrometers, callipers and gauges",FALSE,,,,AT,2090,,TRUE,,,,
4692,15190,901780,Other instruments,TRUE,,,Done,AT,2090,,,,,,
4693,29390,901790,Parts and accessories,FALSE,,,,AT,2090,,TRUE,,,,
4694,15590,,Electrodiagnostic apparatus (including apparatus for functional exploratory examination or for checking physiological parameters),TRUE,,,Done,AT,2190,,,9018110000,9018190000,,
4695,15690,901820,Ultraviolet or infra-red ray apparatus,FALSE,,,,AT,2190,,TRUE,,,,
4696,15790,,"Syringes, needles, catheters, cannulae and the like",TRUE,,,Done,AT,2190,,,9018310000,9018390000,,
4697,15890,,"Other instruments and appliances, used in dental sciences",TRUE,,,Done,AT,2190,,,9018410000,9018490000,,
4698,15990,901850,Other ophthalmic instruments and appliances,TRUE,,,Done,AT,2190,,,,,,
4699,16090,901890,Other instruments and appliances,TRUE,,,Done,AT,2190,,,,,,
4700,16190,901910,Mechano-therapy appliances; massage apparatus; psychological aptitude-testing apparatus,TRUE,,,Done,AT,2290,,,,,,
4701,29590,901920,"Ozone therapy, oxygen therapy, aerosol therapy, artificial respiration or other therapeutic respiration apparatus",TRUE,,,Done,AT,2290,,,,,,
4702,16790,90200010,Gas masks,TRUE,,,Done,AT,2390,,,,,,
4703,16990,90200090,"Other, including parts and accessories",TRUE,,,Done,AT,2390,,,,,,
4704,17090,902110,Orthopaedic or fracture appliances,TRUE,,,Done,AT,2490,,,,,,
4705,17290,,Artificial teeth and dental fittings,TRUE,,,Done,AT,2490,,,9021210000,9021290000,,
4706,17490,,Other artificial parts of the body,TRUE,,,Done,AT,2490,,,9021310000,9021390000,,
4707,17590,902140,"Hearing aids, excluding parts and accessories",FALSE,,,,AT,2490,,TRUE,,,,
4708,17690,902150,"Pacemakers for stimulating heart muscles, excluding parts and accessories",FALSE,,,,AT,2490,,TRUE,,,,
4709,17790,902190,Other,TRUE,,,Done,AT,2490,,,,,,
4710,17990,,"Apparatus based on the use of X-rays, whether or not for medical, surgical, dental or veterinary uses, including radiography or radiotherapy apparatus",TRUE,,,Done,AT,2590,,,9022120000,9022190000,,
4711,18090,,"Apparatus based on the use of alpha, beta, gamma or other ionising radiation, whether or not for medical, surgical, dental or veterinary uses, including radiography or radiotherapy apparatus",TRUE,,,Done,AT,2590,,,9022210000,9022290000,,
4712,29690,902230,X-ray tubes,FALSE,,,,AT,2590,,TRUE,,,,
4713,18490,902290,"Other, including parts and accessories",TRUE,,,Done,AT,2590,,,,,,
4714,18590,90230010,"Of a type used for teaching physics, chemistry or technical subjects",FALSE,,,,AT,2690,,TRUE,,,,
4715,29890,90230080,Other,FALSE,,,,AT,2690,,TRUE,,,,
4716,19190,902410,Machines and appliances for testing metals,TRUE,,,Done,AT,2790,,,,,,
4717,19290,902480,Other machines and appliances,FALSE,,,,AT,2790,,TRUE,,,,
4718,19490,902490,Parts and accessories,FALSE,,,,AT,2790,,TRUE,,,,
4719,19590,,"Thermometers and pyrometers, not combined with other instruments",TRUE,,,Done,AT,2890,,,9025110000,9025190000,,
4720,19790,902580,Other instruments,TRUE,,,Done,AT,2890,,,,,,
4721,19890,902590,Parts and accessories,TRUE,,,Done,AT,2890,,,,,,
4722,19990,902610,For measuring or checking the flow or level of liquids,TRUE,,,Done,AT,2990,,,,,,
4723,20090,902620,For measuring or checking pressure,TRUE,,,Done,AT,2990,,,,,,
4724,20190,902680,Other instruments or apparatus,TRUE,,,Done,AT,2990,,,,,,
4725,20290,902690,Parts and accessories,FALSE,,,,AT,2990,,TRUE,,,,
4726,20490,902710,Gas or smoke analysis apparatus,TRUE,,,Done,AT,3090,,,,,,
4727,20590,902720,Chromatographs and electrophoresis instruments,FALSE,,,,AT,3090,,TRUE,,,,
4728,30390,902730,"Spectrometers, spectrophotometers and spectrographs using optical radiation (UV, visible, IR)",FALSE,,,,AT,3090,,TRUE,,,,
4729,21190,902750,"Other instruments and apparatus using optical radiation (UV, visible, IR)",FALSE,,,,AT,3090,,TRUE,,,,
4730,21390,,Other instruments and apparatus,TRUE,,,Done,AT,3090,,,9027810000,9027890000,,
4731,21490,902790,Microtomes; parts and accessories,FALSE,,,,AT,3090,,TRUE,,,,
4732,21690,902810,Gas meters,FALSE,,,,AT,3190,,TRUE,,,,
4733,21790,902820,Liquid meters,FALSE,,,,AT,3190,,TRUE,,,,
4734,21890,902830,Electricity meters,TRUE,,,Done,AT,3190,,,,,,
4735,21990,902890,Parts and accessories,TRUE,,,Done,AT,3190,,,,,,
4736,22090,902910,"Revolution counters, production counters, taximeters, milometers, pedometers and the like",TRUE,,,Done,AT,3290,,,,,,
4737,22190,902920,Speed indicators and tachometers; stroboscopes,TRUE,,,Done,AT,3290,,,,,,
4738,22290,902990,Parts and accessories,TRUE,,,Done,AT,3290,,,,,,
4739,22390,903010,Instruments and apparatus for measuring or detecting ionising radiation,FALSE,,,,AT,3390,,TRUE,,,,
4740,22590,903020,Oscilloscopes and oscillographs,FALSE,,,,AT,3390,,TRUE,,,,
4741,22790,,"Other instruments and apparatus, for measuring or checking voltage, current, resistance or power (other than those for measuring or checking semiconductor wafers or devices)",TRUE,,,Done,AT,3390,,,9030310000,9030390000,,
4742,22890,903040,"Other instruments and apparatus, specially designed for telecommunications (for example, cross-talk meters, gain measuring instruments, distortion factor meters, psophometers)",FALSE,,,,AT,3390,,TRUE,,,,
