stt,area,page,cntyCd,baseYy,reffNoNm,prlstClsfSrno
6773,EU,2,DE,2024,DEBTI24676/24-1,2569
6774,EU,2,CY,2024,CYBTI056/2024,28
6775,EU,2,DK,2024,DKBTI24-0856568,89
6776,EU,2,CY,2024,CYBTI073/2024,45
6777,EU,2,CY,2024,CYBTI046/2024,18
6778,EU,2,CY,2024,CYBTI061/2024,33
6779,EU,2,DE,2024,DEBTI21813/24-1,1885
6780,EU,2,DE,2024,DEBTI26778/24-1,3207
6781,EU,2,CY,2024,CYBTI053/2024,25
6782,EU,2,FI,2024,FIBTIFI001210-2024-BTI71,10
6783,EU,2,CY,2024,CYBTI064/2024,36
6784,EU,2,DE,2024,DEBTI34926/24-1,5247
6785,EU,2,DE,2024,DEBTI33984/24-1,5047
6786,EU,2,DE,2024,DEBTI24566/24-1,2527
6787,EU,2,FR,2024,FRBTIFR-BTI-2024-03031,358
6788,EU,2,DE,2024,DEBTI4607/24-9,5928
6789,EU,2,DE,2024,DEBTI7863/24-2,6169
6790,EU,2,DE,2024,DEBTI8383/24-1,6204
6791,EU,2,DE,2024,DEBTI35281/24-1,5306
6792,EU,2,DE,2024,DEBTI36170/24-1,5479
6793,EU,2,FR,2024,FRBTIFR-BTI-2024-03720,548
6794,EU,2,DE,2024,DEBTI33931/24-1,5032
6795,EU,2,FR,2024,FRBTIFR-BTI-2024-04707,1032
6796,EU,2,DE,2024,DEBTI33923/24-1,5029
6797,EU,2,DE,2024,DEBTI25725/24-1,2909
6798,EU,2,DE,2024,DEBTI36670/24-1,5546
6799,EU,2,FR,2024,FRBTIFR-BTI-2024-04585,984
6800,EU,2,CZ,2024,CZBTI45/184047/2024-580000-04/01,258
6801,EU,2,FR,2024,FRBTIFR-BTI-2024-04503,941
6802,EU,2,NL,2024,NLBTI2024-0501,127
6803,EU,2,DE,2024,DEBTI9356/24-1,6257
6804,EU,2,DE,2024,DEBTI23581/24-1,2306
6805,EU,2,DE,2024,DEBTI33031/24-1,4844
6806,EU,2,NL,2024,NLBTI2024-0680,269
6807,EU,2,CZ,2024,CZBTI51/182775/2024-580000-04/01,422
6808,EU,2,DE,2024,DEBTI34416/24-1,5134
6809,EU,2,DE,2024,DEBTI36981/24-1,5569
6810,EU,2,DE,2024,DEBTI35279/24-1,5305
6811,EU,2,FR,2024,FRBTIFR-BTI-2024-02673,268
6812,EU,2,DE,2024,DEBTI15982/24-1,680
6813,EU,2,DE,2024,DEBTI36745/24-1,5552
6814,EU,2,FR,2024,FRBTIFR-BTI-2024-03062,366
6815,EU,2,FR,2024,FRBTIFR-BTI-2024-04703,1029
6816,EU,2,FR,2024,FRBTIFR-BTI-2024-03529,483
6817,EU,2,DE,2024,DEBTI37973/24-1,5680
6818,EU,2,DK,2024,DKBTI24-0856508,81
6819,EU,2,DE,2024,DEBTI36169/24-1,5478
6820,EU,2,CZ,2024,CZBTI47/169701/2024-580000-04/01,321
6821,EU,2,DE,2024,DEBTI36119/24-1,5471
6822,EU,2,DE,2024,DEBTI32280/24-1,4673
6823,EU,2,CZ,2024,CZBTI47/164311/2024-580000-04/01,320
6824,EU,2,SE,2024,SEBTITV-2024-09574,20
6825,EU,2,DE,2024,DEBTI36595/24-1,5538
6826,EU,2,BE,2024,BEBTIDT.50.016.112,51
6827,EU,2,FR,2024,FRBTIFR-BTI-2024-03203,389
6828,EU,2,CZ,2024,CZBTI46/176346/2024-580000-04/01,285
6829,EU,2,DE,2024,DEBTI35733/24-1,5399
6830,EU,2,DE,2024,DEBTI37113/24-1,5591
6831,EU,2,DE,2024,DEBTI36741/24-1,5550
6832,EU,2,CZ,2024,CZBTI41/191691/2024-580000-04/01,193
6833,EU,2,DE,2024,DEBTI36532/24-1,5532
6834,EU,2,DE,2024,DEBTI37045/24-1,5578
6835,EU,2,DE,2024,DEBTI35731/24-1,5397
6836,EU,2,DE,2024,DEBTI33038/24-1,4847
6837,EU,2,DK,2024,DKBTI24-0856565,88
6838,EU,2,FI,2024,FIBTIFI001210-2024-BTI73,12
6839,EU,2,DE,2024,DEBTI35723/24-1,5391
6840,EU,2,CZ,2024,CZBTI34/201317/2024-580000-04/01,136
6841,EU,3,DE,2024,DEBTI8165/24-1,6186
6842,EU,3,DK,2024,DKBTI24-0856556,82
6843,EU,3,DE,2024,DEBTI29628/24-1,4023
6844,EU,3,DE,2024,DEBTI24060/24-1,2454
6845,EU,3,DE,2024,DEBTI30633/24-1,4253
6846,EU,3,DE,2024,DEBTI32282/24-1,4674
6847,EU,3,CZ,2024,CZBTI45/184040/2024-580000-04/01,257
6848,EU,3,DE,2024,DEBTI37680/24-1,5653
6849,EU,3,FR,2024,FRBTIFR-BTI-2024-02833,301
6850,EU,3,NL,2024,NLBTI2024-0502,128
6851,EU,3,DE,2024,DEBTI37962/24-1,5679
6852,EU,3,DE,2024,DEBTI37933/24-1,5675
6853,EU,3,DK,2024,DKBTI24-0926191,105
6854,EU,3,DE,2024,DEBTI23591/24-1,2309
6855,EU,3,DE,2024,DEBTI35787/24-1,5404
6856,EU,3,BE,2024,BEBTIDT.50.016.320,62
6857,EU,3,BE,2024,BEBTIDT.50.017.230,83
6858,EU,3,DE,2024,DEBTI36442/24-1,5522
6859,EU,3,DE,2024,DEBTI37980/24-1,5682
6860,EU,3,BE,2024,BEBTIDT.50.016.655,70
6861,EU,3,DE,2024,DEBTI23910/24-1,2428
6862,EU,3,FR,2024,FRBTIFR-BTI-2024-05498,1194
6863,EU,3,DE,2024,DEBTI18146/24-1,1051
6864,EU,3,DE,2024,DEBTI29654/24-1,4030
6865,EU,3,DE,2024,DEBTI26301/24-1,3075
6866,EU,3,BE,2024,BEBTIDT.50.016.720,73
6867,EU,3,DE,2024,DEBTI37357/24-1,5627
6868,EU,3,DE,2024,DEBTI24876/24-1,2648
6869,EU,3,CZ,2024,CZBTI32/191695/2024-580000-04/01,94
6870,EU,3,NL,2024,NLBTI2024-0679,268
6871,EU,3,DE,2024,DEBTI28124/24-1,3648
6872,EU,3,FR,2024,FRBTIFR-BTI-2024-04702,1028
6873,EU,3,FR,2024,FRBTIFR-BTI-2024-04447,913
6874,EU,3,DE,2024,DEBTI31128/24-1,4382
6875,EU,3,FR,2024,FRBTIFR-BTI-2024-04327,848
6876,EU,3,DE,2024,DEBTI27403/24-1,3390
6877,EU,3,DE,2024,DEBTI33955/24-1,5039
6878,EU,3,DE,2024,DEBTI8167/24-1,6188
6879,EU,3,DE,2024,DEBTI9324/24-1,6249
6880,EU,3,DE,2024,DEBTI9329/24-1,6252
6881,EU,3,DK,2024,DKBTI24-1119669,115
6882,EU,3,FR,2024,FRBTIFR-BTI-2024-03719,547
6883,EU,3,DE,2024,DEBTI36194/24-1,5480
6884,EU,3,NL,2024,NLBTI2024-0678,267
6885,EU,3,DE,2024,DEBTI9327/24-1,6250
6886,EU,3,FR,2024,FRBTIFR-BTI-2024-02819,298
6887,EU,3,NL,2024,NLBTI2024-0686,271
6888,EU,3,DE,2024,DEBTI31925/24-1,4556
6889,EU,3,DE,2024,DEBTI36486/24-1,5525
6890,EU,3,DE,2024,DEBTI24871/24-1,2647
6891,EU,3,DE,2024,DEBTI24794/24-1,2615
6892,EU,3,DE,2024,DEBTI35730/24-1,5396
6893,EU,3,DE,2024,DEBTI36623/24-1,5539
6894,EU,3,DE,2024,DEBTI8166/24-1,6187
6895,EU,3,SI,2024,SIBTI2024/0111,32
6896,EU,3,DE,2024,DEBTI35726/24-1,5393
6897,EU,3,CZ,2024,CZBTI48/111408/2024-580000-04/01,335
6898,EU,3,DE,2024,DEBTI35729/24-1,5394
6899,EU,3,DE,2024,DEBTI33035/24-1,4846
6900,EU,3,FR,2024,FRBTIFR-BTI-2024-02831,300
6901,EU,3,DK,2024,DKBTI24-0856564,87
6902,EU,3,DE,2024,DEBTI37060/24-1,5580
6903,EU,3,NL,2024,NLBTI2024-0685,270
6904,EU,3,DE,2024,DEBTI33974/24-1,5043
6905,EU,3,DE,2024,DEBTI30366/24-1,4209
6906,EU,3,NL,2024,NLBTI2024-0677,266
6907,EU,3,DE,2024,DEBTI29093/24-1,3864
6908,EU,3,FR,2024,FRBTIFR-BTI-2024-04663,1010
6909,EU,3,DE,2024,DEBTI35684/24-1,5377
6910,EU,3,DE,2024,DEBTI26827/24-1,3230
6911,EU,3,FR,2024,FRBTIFR-BTI-2024-04988,1112
6912,EU,3,FR,2024,FRBTIFR-BTI-2024-04989,1113
6913,EU,3,DE,2024,DEBTI36865/24-1,5566
6914,EU,3,FR,2024,FRBTIFR-BTI-2024-05329,1169
6915,EU,3,FR,2024,FRBTIFR-BTI-2024-04410,891
6916,EU,3,CZ,2024,CZBTI45/165796/2024-580000-04/01,255
6917,EU,3,CZ,2024,CZBTI46/176344/2024-580000-04/01,284
6918,EU,3,CZ,2024,CZBTI48/111404/2024-580000-04/01,334
6919,EU,3,CZ,2024,CZBTI50/151633/2024-580000-04/01,382
6920,EU,3,DE,2024,DEBTI35677/24-1,5376
6921,EU,3,DE,2024,DEBTI35711/24-1,5389
6922,EU,3,FR,2024,FRBTIFR-BTI-2024-04622,995
6923,EU,3,CZ,2024,CZBTI50/146506/2024-580000-04/01,378
6924,EU,3,DE,2024,DEBTI27379/24-1,3376
6925,EU,3,IE,2024,IEBTIIENEN004-2024-BTI274,218
6926,EU,3,IE,2024,IEBTIIENEN004-2024-BTI276,220
6927,EU,3,CZ,2024,CZBTI50/146509/2024-580000-04/01,379
6928,EU,3,IE,2024,IEBTIIENEN004-2024-BTI281,225
6929,EU,3,IE,2024,IEBTIIENEN004-2024-BTI280,224
6930,EU,3,FR,2024,FRBTIFR-BTI-2024-04972,1108
6931,EU,3,FR,2024,FRBTIFR-BTI-2024-04394,882
6932,EU,3,FR,2024,FRBTIFR-BTI-2024-04754,1056
6933,EU,3,FR,2024,FRBTIFR-BTI-2024-05310,1164
6934,EU,3,FR,2024,FRBTIFR-BTI-2024-04975,1109
6935,EU,3,CZ,2024,CZBTI46/176341/2024-580000-04/01,283
6936,EU,3,DE,2024,DEBTI35698/24-1,5380
6937,EU,3,DE,2024,DEBTI35701/24-1,5384
6938,EU,3,DE,2024,DEBTI35710/24-1,5388
6939,EU,3,DE,2024,DEBTI35695/24-1,5379
6940,EU,3,DE,2024,DEBTI27123/24-1,3293
6941,EU,3,FR,2024,FRBTIFR-BTI-2024-04411,892
6942,EU,3,DE,2024,DEBTI28185/24-1,3659
6943,EU,3,FR,2024,FRBTIFR-BTI-2024-04760,1057
6944,EU,3,FR,2024,FRBTIFR-BTI-2024-04987,1111
6945,EU,3,DE,2024,DEBTI36374/24-1,5506
6946,EU,3,FR,2024,FRBTIFR-BTI-2024-05399,1177
6947,EU,3,FR,2024,FRBTIFR-BTI-2024-04787,1058
6948,EU,3,PL,2024,PLBTIWIT-2024-000923,138
6949,EU,3,CZ,2024,CZBTI32/191697/2024-580000-04/01,96
6950,EU,3,DE,2024,DEBTI27360/24-1,3362
6951,EU,3,DE,2024,DEBTI35700/24-1,5383
6952,EU,3,FR,2024,FRBTIFR-BTI-2024-04747,1053
6953,EU,3,DE,2024,DEBTI35670/24-1,5374
6954,EU,3,DE,2024,DEBTI26815/24-1,3224
6955,EU,3,DE,2024,DEBTI27234/24-1,3344
6956,EU,3,CZ,2024,CZBTI32/191696/2024-580000-04/01,95
6957,EU,3,FR,2024,FRBTIFR-BTI-2024-04468,922
6958,EU,3,FR,2024,FRBTIFR-BTI-2024-04517,950
6959,EU,3,DE,2024,DEBTI37074/24-1,5583
6960,EU,3,DE,2024,DEBTI27377/24-1,3374
6961,EU,3,DE,2024,DEBTI8163/24-1,6184
6962,EU,3,DE,2024,DEBTI35686/24-1,5378
6963,EU,3,FR,2024,FRBTIFR-BTI-2024-04629,1001
6964,EU,3,DE,2024,DEBTI29196/24-1,3891
6965,EU,3,FR,2024,FRBTIFR-BTI-2024-04412,893
6966,EU,3,DE,2024,DEBTI23213/24-1,2228
6967,EU,3,FR,2024,FRBTIFR-BTI-2024-05446,1188
6968,EU,3,FR,2024,FRBTIFR-BTI-2024-05319,1165
6969,EU,3,DE,2024,DEBTI27122/24-1,3292
6970,EU,3,FR,2024,FRBTIFR-BTI-2024-04669,1014
6971,EU,3,ES,2024,ESBTIESBTI2024SOL675,155
6972,EU,3,DE,2024,DEBTI27367/24-1,3366
6973,EU,3,FR,2024,FRBTIFR-BTI-2024-04573,980
6974,EU,3,DE,2024,DEBTI15400/24-1,602
6975,EU,3,SE,2024,SEBTITV-2024-14296,78
6976,EU,3,FR,2024,FRBTIFR-BTI-2024-04701,1027
6977,EU,3,FR,2024,FRBTIFR-BTI-2024-05327,1168
6978,EU,3,FR,2024,FRBTIFR-BTI-2024-05231,1150
6979,EU,3,DE,2024,DEBTI8164/24-1,6185
6980,EU,3,ES,2024,ESBTIESBTI2024SOL592,113
6981,EU,3,DE,2024,DEBTI26793/24-1,3213
6982,EU,3,FR,2024,FRBTIFR-BTI-2024-04959,1104
6983,EU,3,IE,2024,IEBTIIENEN004-2024-BTI265,213
6984,EU,3,DE,2024,DEBTI19584/24-1,1384
6985,EU,3,DE,2024,DEBTI34600/24-1,5177
6986,EU,3,CZ,2024,CZBTI34/191685/2024-580000-04/01,133
6987,EU,3,DE,2024,DEBTI35634/24-1,5368
6988,EU,3,DE,2024,DEBTI25662/24-1,2882
6989,EU,3,DE,2024,DEBTI34610/24-1,5184
6990,EU,3,DE,2024,DEBTI34500/24-1,5150
6991,EU,3,DE,2024,DEBTI26009/24-1,2991
6992,EU,3,DE,2024,DEBTI33063/24-1,4853
6993,EU,3,DE,2024,DEBTI28373/24-1,3719
6994,EU,3,DE,2024,DEBTI36858/24-1,5565
6995,EU,3,DE,2024,DEBTI28170/24-1,3654
6996,EU,3,DE,2024,DEBTI37133/24-1,5595
6997,EU,3,DE,2024,DEBTI21978/24-1,1918
6998,EU,3,DE,2024,DEBTI34907/24-1,5242
6999,EU,3,DE,2024,DEBTI33987/24-1,5049
7000,EU,3,DE,2024,DEBTI40464/24-1,5839
7001,EU,3,DE,2024,DEBTI34972/24-1,5256
7002,EU,3,DE,2024,DEBTI34102/24-1,5067
7003,EU,3,DE,2024,DEBTI23877/24-1,2420
7004,EU,3,FR,2024,FRBTIFR-BTI-2024-03377,431
7005,EU,3,FR,2024,FRBTIFR-BTI-2024-02987,346
7006,EU,3,SE,2024,SEBTITV-2024-12947,59
7007,EU,3,DE,2024,DEBTI25732/24-1,2914
7008,EU,3,DE,2024,DEBTI34605/24-1,5180
7009,EU,3,DE,2024,DEBTI34481/24-1,5147
7010,EU,3,DE,2024,DEBTI28637/24-1,3775
7011,EU,3,FR,2024,FRBTIFR-BTI-2024-03512,474
7012,EU,3,DE,2024,DEBTI28821/24-1,3802
7013,EU,3,DE,2024,DEBTI34094/24-1,5063
7014,EU,3,FR,2024,FRBTIFR-BTI-2024-04876,1082
7015,EU,3,DE,2024,DEBTI27844/24-1,3566
7016,EU,3,DE,2024,DEBTI30071/24-1,4133
7017,EU,3,DE,2024,DEBTI34480/24-1,5146
7018,EU,3,FR,2024,FRBTIFR-BTI-2024-03170,384
7019,EU,3,DE,2024,DEBTI23312/24-1,2251
7020,EU,3,DE,2024,DEBTI30075/24-1,4135
7021,EU,3,DE,2024,DEBTI34541/24-1,5159
7022,EU,3,DE,2024,DEBTI34579/24-1,5168
7023,EU,3,SE,2024,SEBTITV-2024-11356,32
7024,EU,3,FR,2024,FRBTIFR-BTI-2024-03693,534
7025,EU,3,DE,2024,DEBTI34847/24-1,5223
7026,EU,3,DE,2024,DEBTI34420/24-1,5135
7027,EU,3,DE,2024,DEBTI27527/24-1,3472
7028,EU,3,DE,2024,DEBTI34859/24-1,5227
7029,EU,3,DE,2024,DEBTI13973/24-1,428
7030,EU,3,DE,2024,DEBTI11851/24-1,177
7031,EU,3,DE,2024,DEBTI26296/24-1,3073
7032,EU,3,FR,2024,FRBTIFR-BTI-2024-04045,684
7033,EU,3,DE,2024,DEBTI34971/24-1,5255
7034,EU,3,DE,2024,DEBTI25588/24-1,2863
7035,EU,3,DE,2024,DEBTI27431/24-1,3408
7036,EU,3,DE,2024,DEBTI19190/24-1,1305
7037,EU,3,DE,2024,DEBTI23193/24-1,2222
7038,EU,3,FR,2024,FRBTIFR-BTI-2024-04103,719
7039,EU,3,DE,2024,DEBTI36847/24-1,5562
7040,EU,3,DE,2024,DEBTI34712/24-1,5201
7041,EU,3,DE,2024,DEBTI14927/24-1,554
7042,EU,3,DE,2024,DEBTI27893/24-1,3588
7043,EU,3,DE,2024,DEBTI34479/24-1,5145
7044,EU,3,DE,2024,DEBTI36424/24-1,5518
7045,EU,3,DE,2024,DEBTI28171/24-1,3655
7046,EU,3,IE,2024,IEBTIIENEN004-2024-BTI249,208
7047,EU,3,AT,2024,ATBTI2024000453-DEC,179
7048,EU,3,IE,2024,IEBTIIENEN004-2024-BTI247,206
7049,EU,3,DE,2024,DEBTI31507/24-1,4453
7050,EU,3,IE,2024,IEBTIIENEN004-2024-BTI244,204
7051,EU,3,DE,2024,DEBTI28900/24-1,3816
7052,EU,3,IE,2024,IEBTIIENEN004-2024-BTI250,209
7053,EU,3,DE,2024,DEBTI35638/24-1,5369
7054,EU,3,FR,2024,FRBTIFR-BTI-2024-02964,340
7055,EU,3,FR,2024,FRBTIFR-BTI-2024-04097-03,715
7056,EU,3,DE,2024,DEBTI28372/24-1,3718
7057,EU,3,DE,2024,DEBTI30049/24-1,4120
7058,EU,3,DE,2024,DEBTI29433/24-1,3949
7059,EU,3,DE,2024,DEBTI34787/24-1,5212
7060,EU,3,IE,2024,IEBTIIENEN004-2024-BTI269,215
7061,EU,3,DE,2024,DEBTI34312/24-1,5102
7062,EU,3,DE,2024,DEBTI27871/24-1,3579
7063,EU,3,DE,2024,DEBTI38377/24-1,5732
7064,EU,3,PL,2024,PLBTIWIT-2024-000995,210
7065,EU,3,DE,2024,DEBTI34421/24-1,5136
7066,EU,3,DE,2024,DEBTI28537/24-1,3747
7067,EU,3,DE,2024,DEBTI35099/24-1,5288
7068,EU,3,DE,2024,DEBTI35079/24-1,5283
7069,EU,3,DE,2024,DEBTI34445/24-1,5140
7070,EU,3,FR,2024,FRBTIFR-BTI-2024-02346,217
7071,EU,3,CZ,2024,CZBTI32/189172/2024-580000-04/01,93
7072,EU,3,DE,2024,DEBTI36867/24-1,5567
7073,EU,3,DE,2024,DEBTI34633/24-1,5188
7074,EU,3,DE,2024,DEBTI34609/24-1,5183
7075,EU,3,FR,2024,FRBTIFR-BTI-2024-04097-02,714
7076,EU,3,DE,2024,DEBTI30838/24-1,4306
7077,EU,3,DE,2024,DEBTI40459/24-1,5838
7078,EU,3,DE,2024,DEBTI14929/24-1,555
7079,EU,3,CZ,2024,CZBTI32/189170/2024-580000-04/01,91
7080,EU,3,DE,2024,DEBTI34097/24-1,5064
7081,EU,3,DE,2024,DEBTI34422/24-1,5137
7082,EU,3,DE,2024,DEBTI27840/24-1,3565
7083,EU,3,DE,2024,DEBTI18143/24-1,1049
7084,EU,3,DE,2024,DEBTI34978/24-1,5261
7085,EU,3,DE,2024,DEBTI40465/24-1,5841
7086,EU,3,FR,2024,FRBTIFR-BTI-2024-03756,567
7087,EU,3,FR,2024,FRBTIFR-BTI-2024-04388,878
7088,EU,3,DE,2024,DEBTI35086/24-1,5285
7089,EU,3,DE,2024,DEBTI36868/24-1,5568
7090,EU,3,DE,2024,DEBTI34550/24-1,5162
7091,EU,3,DE,2024,DEBTI29337/24-1,3922
7092,EU,3,DE,2024,DEBTI35046/24-1,5276
7093,EU,3,FR,2024,FRBTIFR-BTI-2024-04097-01,713
7094,EU,3,DE,2024,DEBTI34912/24-1,5244
7095,EU,3,DE,2024,DEBTI38397/24-1,5739
7096,EU,3,DE,2024,DEBTI33985/24-1,5048
7097,EU,3,DE,2024,DEBTI18648/24-1,1181
7098,EU,3,DE,2024,DEBTI34898/24-1,5240
7099,EU,3,DE,2024,DEBTI34092/24-1,5062
7100,EU,3,DE,2024,DEBTI34888/24-1,5236
7101,EU,3,FR,2024,FRBTIFR-BTI-2024-04316,842
7102,EU,3,DE,2024,DEBTI24878/24-1,2649
7103,EU,3,SE,2024,SEBTITV-2024-11615,36
7104,EU,3,DE,2024,DEBTI21574/24-2,1846
7105,EU,3,FR,2024,FRBTIFR-BTI-2024-03040,362
7106,EU,3,DE,2024,DEBTI27822/24-1,3559
7107,EU,3,FR,2024,FRBTIFR-BTI-2024-03129,378
7108,EU,3,FR,2024,FRBTIFR-BTI-2024-03208,391
7109,EU,3,DE,2024,DEBTI32278/24-1,4672
7110,EU,3,DE,2024,DEBTI35110/24-1,5290
7111,EU,3,DE,2024,DEBTI28105/24-1,3643
7112,EU,3,FR,2024,FRBTIFR-BTI-2024-03165,383
7113,EU,3,DE,2024,DEBTI32783/24-1,4767
7114,EU,3,PT,2024,PTBTI2024-IPV-016,6
7115,EU,3,DE,2024,DEBTI23158/24-1,2207
7116,EU,3,DE,2024,DEBTI27501/24-1,3455
7117,EU,3,NL,2024,NLBTI2024-0414,66
7118,EU,3,CZ,2024,CZBTI46/160965/2024-580000-04/01,282
7119,EU,3,DE,2024,DEBTI35627/24-1,5365
7120,EU,3,DE,2024,DEBTI27116/24-1,3288
7121,EU,3,FR,2024,FRBTIFR-BTI-2024-03378,432
7122,EU,3,DE,2024,DEBTI30739/24-1,4280
7123,EU,3,DE,2024,DEBTI34604/24-1,5179
7124,EU,3,DE,2024,DEBTI27839/24-1,3564
7125,EU,3,FR,2024,FRBTIFR-BTI-2024-02970,341
7126,EU,3,DE,2024,DEBTI34970/24-1,5254
7127,EU,3,CZ,2024,CZBTI34/191684/2024-580000-04/01,132
7128,EU,3,DE,2024,DEBTI21574/24-3,1847
7129,EU,3,DE,2024,DEBTI21574/24-1,1845
7130,EU,3,DE,2024,DEBTI35305/24-1,5314
7131,EU,3,DE,2024,DEBTI20942/24-1,1715
7132,EU,3,IE,2024,IEBTIIENEN004-2024-BTI248,207
7133,EU,3,FR,2024,FRBTIFR-BTI-2024-04507,945
7134,EU,3,DE,2024,DEBTI25516/24-1,2845
7135,EU,3,DE,2024,DEBTI25507/24-1,2842
7136,EU,3,NL,2024,NLBTI2024-0615,225
7137,EU,3,DE,2024,DEBTI31065/24-1,4359
7138,EU,3,DE,2024,DEBTI32327/24-1,4682
7139,EU,3,FR,2024,FRBTIFR-BTI-2024-05368,1170
7140,EU,3,FR,2024,FRBTIFR-BTI-2024-04259,807
7141,EU,3,FR,2024,FRBTIFR-BTI-2024-04947,1099
7142,EU,3,DE,2024,DEBTI31172/24-1,4394
7143,EU,3,DE,2024,DEBTI32309/24-1,4679
7144,EU,3,DE,2024,DEBTI31439/24-1,4450
7145,EU,3,CZ,2024,CZBTI41/197025/2024-580000-04/01,203
7146,EU,3,FR,2024,FRBTIFR-BTI-2024-04258,806
7147,EU,3,FR,2024,FRBTIFR-BTI-2024-02971,342
7148,EU,3,CZ,2024,CZBTI46/160964/2024-580000-04/01,281
7149,EU,3,NL,2024,NLBTI2024-0598,220
7150,EU,3,BE,2024,BEBTIDT.50.016.426,67
7151,EU,3,DE,2024,DEBTI27486/24-1,3444
7152,EU,3,BE,2024,BEBTIDT.50.016.288,58
7153,EU,3,DE,2024,DEBTI27866/24-1,3575
7154,EU,3,FR,2024,FRBTIFR-BTI-2024-04489,933
7155,EU,3,DE,2024,DEBTI35846/24-1,5427
7156,EU,3,DE,2024,DEBTI34589/24-1,5171
7157,EU,3,SI,2024,SIBTI2024/0113,33
7158,EU,3,DE,2024,DEBTI28217/24-1,3673
7159,EU,3,DE,2024,DEBTI32881/24-1,4792
7160,EU,3,FR,2024,FRBTIFR-BTI-2024-03110,374
7161,EU,3,FR,2024,FRBTIFR-BTI-2024-03100,371
7162,EU,3,DE,2024,DEBTI30175/24-1,4172
7163,EU,3,BE,2024,BEBTIDT.50.015.448,28
7164,EU,3,DE,2024,DEBTI32698/24-1,4748
7165,EU,3,DE,2024,DEBTI27863/24-1,3574
7166,EU,3,FR,2024,FRBTIFR-BTI-2024-04698,1024
7167,EU,3,DE,2024,DEBTI31946/24-1,4561
7168,EU,3,DE,2024,DEBTI34117/24-1,5078
7169,EU,3,IE,2024,IEBTIIENEN004-2024-BTI243,203
7170,EU,3,FR,2024,FRBTIFR-BTI-2024-04949,1100
7171,EU,3,DE,2024,DEBTI30817/24-1,4296
7172,EU,3,DE,2024,DEBTI27877/24-1,3583
7173,EU,3,FR,2024,FRBTIFR-BTI-2024-03041,363
7174,EU,3,DE,2024,DEBTI34729/24-1,5205
7175,EU,3,DE,2024,DEBTI26430/24-1,3111
7176,EU,3,DE,2024,DEBTI22126/24-1,1963
7177,EU,3,DE,2024,DEBTI35886/24-1,5449
7178,EU,3,DE,2024,DEBTI30368/24-1,4210
7179,EU,3,FR,2024,FRBTIFR-BTI-2024-04479,926
7180,EU,3,DE,2024,DEBTI32874/24-1,4790
7181,EU,3,DE,2024,DEBTI32684/24-1,4745
7182,EU,3,DE,2024,DEBTI29185/24-1,3887
7183,EU,3,DE,2024,DEBTI31861/24-1,4543
7184,EU,3,DE,2024,DEBTI31191/24-1,4398
7185,EU,3,CZ,2024,CZBTI51/188090/2024-580000-04/01,425
7186,EU,3,DE,2024,DEBTI32703/24-1,4754
7187,EU,3,DK,2024,DKBTI24-0899662,103
7188,EU,3,DE,2024,DEBTI30360/24-1,4207
7189,EU,3,BE,2024,BEBTIDT.50.016.425,66
7190,EU,3,AT,2024,ATBTI2024000380-DEC,159
7191,EU,3,FR,2024,FRBTIFR-BTI-2024-04469,923
7192,EU,3,DE,2024,DEBTI32191/24-1,4633
7193,EU,3,DE,2024,DEBTI31616/24-1,4517
7194,EU,3,BE,2024,BEBTIDT.50.015.447,27
7195,EU,3,FR,2024,FRBTIFR-BTI-2024-00432,29
7196,EU,3,FR,2024,FRBTIFR-BTI-2024-04727,1047
7197,EU,3,AT,2024,ATBTI2024000454-DEC,180
7198,EU,3,BE,2024,BEBTIDT.50.016.289,59
7199,EU,3,DE,2024,DEBTI26481/24-1,3132
7200,EU,3,DE,2024,DEBTI32759/24-1,4761
7201,EU,3,DE,2024,DEBTI31029/24-1,4352
7202,EU,3,AT,2024,ATBTI2024000298-DEC,81
7203,EU,3,FR,2024,FRBTIFR-BTI-2024-04510,947
7204,EU,3,DE,2024,DEBTI32870/24-1,4789
7205,EU,3,FR,2024,FRBTIFR-BTI-2024-05294,1162
7206,EU,3,DE,2024,DEBTI32699/24-1,4749
7207,EU,3,DE,2024,DEBTI35836/24-1,5421
7208,EU,3,DE,2024,DEBTI34568/24-1,5164
7209,EU,3,DE,2024,DEBTI28220/24-1,3676
7210,EU,3,DE,2024,DEBTI20250/24-1,1545
7211,EU,3,DE,2024,DEBTI31037/24-1,4357
7212,EU,3,DE,2024,DEBTI27396/24-1,3386
7213,EU,3,DE,2024,DEBTI27978/24-1,3609
7214,EU,3,DE,2024,DEBTI33389/24-1,4904
7215,EU,3,DE,2024,DEBTI26044/24-1,2999
7216,EU,3,DE,2024,DEBTI33528/24-1,4945
7217,EU,3,FR,2024,FRBTIFR-BTI-2024-04726,1046
7218,EU,3,CY,2024,CYBTI023/2024,16
7219,EU,3,DE,2024,DEBTI28514/24-1,3736
7220,EU,3,DE,2024,DEBTI4223/24-1,5873
7221,EU,3,DE,2024,DEBTI19527/24-1,1381
7222,EU,3,BE,2024,BEBTIDT.50.016.291,61
7223,EU,3,DE,2024,DEBTI27516/24-1,3465
7224,EU,3,BE,2024,BEBTIDT.50.016.290,60
7225,EU,3,FR,2024,FRBTIFR-BTI-2024-04952,1102
7226,EU,3,DE,2024,DEBTI27996/24-1,3615
7227,EU,3,CZ,2024,CZBTI51/189763/2024-580000-04/01,428
