stt,area,page,cntyCd,baseYy,reffNoNm,prlstClsfSrno
1,GB,1,GB,2024,XIBTI505064872,19
2,GB,1,GB,2024,XIBTI39269097,2
3,GB,1,GB,2024,XIBTI505063973,14
4,GB,1,GB,2024,XIBTI000000-2024-BTI114,1
5,GB,1,GB,2024,XIBTI505064382,17
6,GB,1,GB,2024,XIBTI505064284,16
7,GB,1,GB,2024,XIBTI505064186,15
8,GB,1,GB,2024,XIBTI505064578,18
9,GB,1,GB,2024,XIBTI505062878,5
10,GB,1,GB,2024,XIBTI505062682,3
11,GB,1,GB,2024,XIBTI505062780,4
12,GB,1,GB,2024,XIBTI505063483,11
13,GB,1,GB,2024,XIBTI505063679,13
14,GB,1,GB,2024,XIBTI505063581,12
15,GB,1,GB,2024,XIBTI505063287,9
16,GB,1,GB,2024,XIBTI505062976,6
17,GB,1,GB,2024,XIBTI505063091,7
18,GB,1,GB,2024,XIBTI505063189,8
19,GB,1,GB,2024,XIBTI505063385,10
149,GB,1,GB,2024,XIBTI505062584,64
150,GB,1,GB,2024,XIBTI505061587,54
151,GB,1,GB,2024,XIBTI505062486,63
152,GB,1,GB,2024,XIBTI505061685,55
153,GB,1,GB,2024,XIBTI505061489,53
154,GB,1,GB,2024,XIBTI505061293,51
155,GB,1,GB,2024,XIBTI505061195,50
156,GB,1,GB,2024,XIBTI505061391,52
157,GB,1,GB,2024,XIBTI505062094,59
158,GB,1,GB,2024,XIBTI505062388,62
159,GB,1,GB,2024,XIBTI505062192,60
160,GB,1,GB,2024,XIBTI505062290,61
161,GB,1,GB,2024,XIBTI505061783,56
162,GB,1,GB,2024,XIBTI505061979,58
163,GB,1,GB,2024,XIBTI505061881,57
338,GB,1,GB,2024,XIBTI505060982,49
409,GB,1,GB,2024,XIBTI505059665,48
510,GB,1,GB,2024,XIBTI505060786,45
520,GB,1,GB,2024,XIBTI505060590,47
521,GB,1,GB,2024,XIBTI505060688,46
556,GB,1,GB,2024,XIBTI505060884,44
611,GB,1,GB,2024,XIBTI505059959,43
642,GB,1,GB,2024,XIBTI505059567,42
697,GB,1,GB,2024,XIBTI505059763,41
730,GB,1,GB,2024,XIBTI505060394,39
732,GB,1,GB,2024,XIBTI505060492,40
742,GB,1,GB,2024,XIBTI505060296,38
928,GB,1,GB,2024,XIBTI505058668,32
929,GB,1,GB,2024,XIBTI505059371,34
932,GB,1,GB,2024,XIBTI505058701,36
935,GB,1,GB,2024,XIBTI505058702,37
936,GB,1,GB,2024,XIBTI505058570,33
937,GB,1,GB,2024,XIBTI505058700,35
963,GB,1,GB,2024,XIBTI505059273,31
974,GB,1,GB,2024,XIBTI505059175,30
976,GB,1,GB,2024,XIBTI505059077,29
982,GB,1,GB,2024,XIBTI505058178,27
989,GB,1,GB,2024,XIBTI505058080,28
990,GB,1,GB,2024,XIBTI505058276,25
993,GB,1,GB,2024,XIBTI505058472,24
996,GB,1,GB,2024,XIBTI505058374,26
1101,GB,2,GB,2024,XIBTI505057377,23
1188,GB,2,GB,2023,XIBTI505057573,21
1194,GB,2,GB,2023,XIBTI505057671,22
1218,GB,2,GB,2023,XIBTI505057279,20
1325,GB,2,GB,2023,XIBTI000000-2023-BTI157,19
1446,GB,2,GB,2023,XIBTI505057475,18
1635,GB,2,GB,2023,XIBTI505051983,16
1639,GB,2,GB,2023,XIBTI505053291,11
1640,GB,2,GB,2023,XIBTI505053193,10
1645,GB,2,GB,2023,XIBTI505053683,13
1650,GB,2,GB,2023,XIBTI505051787,12
1654,GB,2,GB,2023,XIBTI505051885,9
1655,GB,2,GB,2023,XIBTI505052392,14
1660,GB,2,GB,2023,XIBTI505056184,15
1662,GB,2,GB,2023,XIBTI505053781,17
1668,GB,2,GB,2023,XIBTI505052980,7
1670,GB,2,GB,2023,XIBTI505053095,3
1671,GB,2,GB,2023,XIBTI505052784,5
1674,GB,2,GB,2023,XIBTI505052588,6
1676,GB,2,GB,2023,XIBTI505052882,4
1677,GB,2,GB,2023,XIBTI505053585,8
1714,GB,2,GB,2023,XIBTI505053389,2
1779,GB,2,GB,2023,XIBTI505056870,1
4841,EU,1,BE,2024,BEBTIDT.50.016.506,68
4842,EU,1,FR,2024,FRBTIFR-BTI-2024-03490,467
4843,EU,1,FR,2024,FRBTIFR-BTI-2024-04488,932
4844,EU,1,FR,2024,FRBTIFR-BTI-2024-04809,1067
4845,EU,1,FR,2024,FRBTIFR-BTI-2024-01672,98
4846,EU,1,FR,2024,FRBTIFR-BTI-2024-03777,576
4847,EU,1,FR,2024,FRBTIFR-BTI-2024-03985,664
4848,EU,1,FR,2024,FRBTIFR-BTI-2024-05714,1199
4849,EU,1,CZ,2024,CZBTI41/203124/2024-580000-04/01,204
4850,EU,1,ES,2024,ESBTIESBTI2024SOL422,36
4851,EU,1,SK,2024,SKBTI443325/24/193,35
4852,EU,1,SK,2024,SKBTI443531/24/205,42
4853,EU,1,SK,2024,SKBTI443681/24/214,50
4854,EU,1,FR,2024,FRBTIFR-BTI-2024-02875,310
4855,EU,1,SK,2024,SKBTI443592/24/207,44
4856,EU,1,FR,2024,FRBTIFR-BTI-2024-04374,873
4857,EU,1,FR,2024,FRBTIFR-BTI-2024-02624,257
4858,EU,1,AT,2024,ATBTI2024000457-DEC,183
4859,EU,1,FR,2024,FRBTIFR-BTI-2024-04914,1092
4860,EU,1,SK,2024,SKBTI443671/24/213,49
4861,EU,1,AT,2024,ATBTI2024000388-DEC,167
4862,EU,1,ES,2024,ESBTIESBTI2024SOL413,35
4863,EU,1,ES,2024,ESBTIESBTI2024SOL726,183
4864,EU,1,BE,2024,BEBTIDT.50.016.818,75
4865,EU,1,SE,2024,SEBTITV-2024-17982,100
4866,EU,1,ES,2024,ESBTIESBTI2024SOL721,179
4867,EU,1,FR,2024,FRBTIFR-BTI-2024-04072,698
4868,EU,1,FR,2024,FRBTIFR-BTI-2024-05926,1201
4869,EU,1,AT,2024,ATBTI2024000387-DEC,166
4870,EU,1,FR,2024,FRBTIFR-BTI-2024-04344,860
4871,EU,1,FR,2024,FRBTIFR-BTI-2024-05839,1200
4872,EU,1,SK,2024,SKBTI443498/24/203,41
4873,EU,1,ES,2024,ESBTIESBTI2024SOL638,148
4874,EU,1,ES,2024,ESBTIESBTI2024SOL711,172
4875,EU,1,AT,2024,ATBTI2024000324-DEC,105
4876,EU,1,AT,2024,ATBTI2024000487-DEC,191
4877,EU,1,SK,2024,SKBTI446760/24/217,52
4878,EU,1,ES,2024,ESBTIESBTI2024SOL710,171
4879,EU,1,FR,2024,FRBTIFR-BTI-2024-04666,1012
4880,EU,1,ES,2024,ESBTIESBTI2024SOL442,39
4881,EU,1,ES,2024,ESBTIESBTI2024SOL724,182
4882,EU,1,ES,2024,ESBTIESBTI2024SOL411,34
4883,EU,1,SK,2024,SKBTI443624/24/210,46
4884,EU,1,SK,2024,SKBTI443650/24/211,47
4885,EU,1,FR,2024,FRBTIFR-BTI-2024-05026,1119
4886,EU,1,AT,2024,ATBTI2024000386-DEC,165
4887,EU,1,FR,2024,FRBTIFR-BTI-2024-03592,501
4888,EU,1,FR,2024,FRBTIFR-BTI-2024-04497,938
4889,EU,1,ES,2024,ESBTIESBTI2024SOL606,123
4890,EU,1,DK,2024,DKBTI24-1133146,116
4891,EU,1,ES,2024,ESBTIESBTI2024SOL427,38
4892,EU,1,SK,2024,SKBTI443661/24/212,48
4893,EU,1,FR,2024,FRBTIFR-BTI-2024-02627,258
4894,EU,1,FR,2024,FRBTIFR-BTI-2024-04373,872
4895,EU,1,AT,2024,ATBTI2024000385-DEC,164
4896,EU,1,DE,2024,DEBTI38568/24-1,5754
4897,EU,1,DE,2024,DEBTI36503/24-1,5528
4898,EU,1,DE,2024,DEBTI33623/24-1,4963
4899,EU,1,DE,2024,DEBTI40344/24-1,5833
4900,EU,1,DE,2024,DEBTI37309/24-1,5617
4901,EU,1,DE,2024,DEBTI39078/24-1,5780
4902,EU,1,SE,2024,SEBTITV-2024-14452,81
4903,EU,1,AT,2024,ATBTI2024000481-DEC,190
4904,EU,1,DE,2024,DEBTI34809/24-1,5219
4905,EU,1,LT,2024,LTBTI2024-DEC-0029/20,15
4906,EU,1,DE,2024,DEBTI32807/24-1,4777
4907,EU,1,DE,2024,DEBTI10480/24-2,37
4908,EU,1,DE,2024,DEBTI39363/24-1,5793
4909,EU,1,DE,2024,DEBTI37317/24-1,5620
4910,EU,1,DE,2024,DEBTI31290/24-1,4408
4911,EU,1,HR,2024,HRBTIOM-2024-0061,10
4912,EU,1,DE,2024,DEBTI18809/24-1,1201
4913,EU,1,BE,2024,BEBTIDT.50.016.688,72
4914,EU,1,DE,2024,DEBTI19198/24-1,1310
4915,EU,1,CZ,2024,CZBTI50/187120/2024-580000-04/01,387
4916,EU,1,DE,2024,DEBTI23170/24-1,2213
4917,EU,1,LV,2024,LVBTILV009999-2024-BTI56,41
4918,EU,1,LT,2024,LTBTI2024-DEC-0033/20,19
4919,EU,1,DE,2024,DEBTI37298/24-1,5614
4920,EU,1,ES,2024,ESBTIESBTI2024SOL714,175
4921,EU,1,ES,2024,ESBTIESBTI2024SOL732,188
4922,EU,1,ES,2024,ESBTIESBTI2024SOL746,193
4923,EU,1,DE,2024,DEBTI31528/24-1,4460
4924,EU,1,DE,2024,DEBTI27900/24-1,3590
4925,EU,1,FR,2024,FRBTIFR-BTI-2024-04926,1095
4926,EU,1,DE,2024,DEBTI34853/24-1,5224
4927,EU,1,DE,2024,DEBTI25790/24-1,2935
4928,EU,1,CZ,2024,CZBTI32/199059/2024-580000-04/01,104
4929,EU,1,DE,2024,DEBTI31621/24-1,4518
4930,EU,1,ES,2024,ESBTIESBTI2024SOL737,191
4931,EU,1,ES,2024,ESBTIESBTI2024SOL742,192
4932,EU,1,CZ,2024,CZBTI32/199057/2024-580000-04/01,103
4933,EU,1,ES,2024,ESBTIESBTI2024SOL731,187
4934,EU,1,DE,2024,DEBTI42885/24-1,5885
4935,EU,1,DE,2024,DEBTI33481/24-1,4931
4936,EU,1,DE,2024,DEBTI30156/24-1,4158
4937,EU,1,AT,2024,ATBTI2024000504-DEC,194
4938,EU,1,ES,2024,ESBTIESBTI2024SOL722,180
4939,EU,1,DE,2024,DEBTI21368/24-1,1794
4940,EU,1,FR,2024,FRBTIFR-BTI-2024-04482,928
4941,EU,1,ES,2024,ESBTIESBTI2024SOL720,178
4942,EU,1,DE,2024,DEBTI38026/24-1,5692
4943,EU,1,DE,2024,DEBTI35598/24-1,5362
4944,EU,1,DE,2024,DEBTI31529/24-1,4461
4945,EU,1,DE,2024,DEBTI30141/24-1,4153
4946,EU,1,LT,2024,LTBTI2024-DEC-0032/20,18
4947,EU,1,CZ,2024,CZBTI31/205340/2024-580000-04/01,59
4948,EU,1,DE,2024,DEBTI32885/24-1,4795
4949,EU,1,ES,2024,ESBTIESBTI2024SOL733,189
4950,EU,1,ES,2024,ESBTIESBTI2024SOL715,176
4951,EU,1,ES,2024,ESBTIESBTI2024SOL723,181
4952,EU,1,DE,2024,DEBTI29653/24-1,4029
4953,EU,1,ES,2024,ESBTIESBTI2024SOL713,174
4954,EU,1,ES,2024,ESBTIESBTI2024SOL729,186
4955,EU,1,DE,2024,DEBTI36413/24-1,5515
4956,EU,1,HR,2024,HRBTIOM-2024-0059,8
4957,EU,1,AT,2024,ATBTI2024000332-DEC,113
4958,EU,1,DE,2024,DEBTI24776/24-1,2607
4959,EU,1,DE,2024,DEBTI26775/24-1,3206
4960,EU,1,ES,2024,ESBTIESBTI2024SOL728,185
4961,EU,1,DE,2024,DEBTI27061/24-1,3279
4962,EU,1,DE,2024,DEBTI37912/24-1,5674
4963,EU,1,DE,2024,DEBTI37295/24-1,5612
4964,EU,1,LV,2024,LVBTILV009999-2024-BTI60,45
4965,EU,1,ES,2024,ESBTIESBTI2024SOL712,173
4966,EU,1,AT,2024,ATBTI2024000318-DEC,99
4967,EU,1,DE,2024,DEBTI37836/24-1,5666
4968,EU,1,DE,2024,DEBTI37318/24-1,5621
4969,EU,1,PL,2024,PLBTIWIT-2024-001044,259
4970,EU,1,DE,2024,DEBTI37308/24-1,5616
4971,EU,1,ES,2024,ESBTIESBTI2024SOL586,111
4972,EU,1,LV,2024,LVBTILV009999-2024-BTI59,44
4973,EU,1,DE,2024,DEBTI31496/24-1,4452
4974,EU,1,LV,2024,LVBTILV009999-2024-BTI61,46
4975,EU,1,DE,2024,DEBTI31129/24-1,4383
4976,EU,1,LT,2024,LTBTI2024-DEC-0034/20,20
4977,EU,1,SE,2024,SEBTITV-2024-16835,94
4978,EU,1,DE,2024,DEBTI32606/24-1,4726
4979,EU,1,FR,2024,FRBTIFR-BTI-2024-02529,249
4980,EU,1,CZ,2024,CZBTI32/199039/2024-580000-04/01,101
4981,EU,1,DE,2024,DEBTI29557/24-1,4002
4982,EU,1,ES,2024,ESBTIESBTI2024SOL719,177
4983,EU,1,CZ,2024,CZBTI50/187121/2024-580000-04/01,388
4984,EU,1,CZ,2024,CZBTI50/162962/2024-580000-04/01,384
4985,EU,1,ES,2024,ESBTIESBTI2024SOL727,184
4986,EU,1,DE,2024,DEBTI37296/24-1,5613
4987,EU,1,CZ,2024,CZBTI32/199038/2024-580000-04/01,100
4988,EU,1,AT,2024,ATBTI2024000384-DEC,163
4989,EU,1,AT,2024,ATBTI2024000320-DEC,101
4990,EU,1,BG,2024,BGBTIBG009999-2024-BTI118,19
4991,EU,1,PL,2024,PLBTIWIT-2024-000922,137
4992,EU,1,DE,2024,DEBTI30560/24-1,4242
4993,EU,1,DE,2024,DEBTI33192/24-1,4874
4994,EU,1,DE,2024,DEBTI33963/24-1,5042
4995,EU,1,FR,2024,FRBTIFR-BTI-2024-04455,916
4996,EU,1,CZ,2024,CZBTI32/199047/2024-580000-04/01,102
4997,EU,1,CZ,2024,CZBTI31/205339/2024-580000-04/01,58
4998,EU,1,SE,2024,SEBTITV-2024-14453,82
4999,EU,1,DE,2024,DEBTI33097/24-1,4862
5000,EU,1,HR,2024,HRBTIOM-2024-0060,9
5001,EU,1,LV,2024,LVBTILV009999-2024-BTI58,43
5002,EU,1,CZ,2024,CZBTI31/205340/2024-580000-04/02,60
5003,EU,1,DE,2024,DEBTI33961/24-1,5041
5004,EU,1,AT,2024,ATBTI2024000456-DEC,182
5005,EU,1,FR,2024,FRBTIFR-BTI-2024-04556,970
5006,EU,1,DE,2024,DEBTI32769/24-1,4763
5007,EU,1,DE,2024,DEBTI20127/24-1,1518
5008,EU,1,DE,2024,DEBTI32771/24-1,4764
5009,EU,1,DK,2024,DKBTI24-1155547,118
5010,EU,1,DE,2024,DEBTI36813/24-1,5557
5011,EU,1,DE,2024,DEBTI37306/24-1,5615
5012,EU,1,DE,2024,DEBTI31524/24-1,4459
5013,EU,1,LT,2024,LTBTI2024-DEC-0031/20,17
5014,EU,1,AT,2024,ATBTI2024000477-DEC,189
5015,EU,1,NL,2024,NLBTI2024-0636,239
5016,EU,1,DE,2024,DEBTI34936/24-1,5250
5017,EU,1,LT,2024,LTBTI2024-DEC-0030/20,16
5018,EU,1,SE,2024,SEBTITV-2024-14449,79
5019,EU,1,SE,2024,SEBTITV-2024-14450,80
5020,EU,1,DE,2024,DEBTI29652/24-1,4028
5021,EU,1,DE,2024,DEBTI23719/24-1,2369
5022,EU,1,DE,2024,DEBTI17367/24-1,890
5023,EU,1,DE,2024,DEBTI37003/24-1,5572
5024,EU,1,AT,2024,ATBTI2024000502-DEC,192
5025,EU,1,DE,2024,DEBTI30637/24-1,4254
5026,EU,1,DE,2024,DEBTI35323/24-1,5318
5027,EU,1,DE,2024,DEBTI33526/24-1,4944
5028,EU,1,DE,2024,DEBTI31725/24-1,4525
5029,EU,1,DE,2024,DEBTI30525/24-1,4233
5030,EU,1,DE,2024,DEBTI33917/24-1,5027
5031,EU,1,CZ,2024,CZBTI45/150579/2024-580000-04/01,252
5032,EU,1,DE,2024,DEBTI25782/24-1,2933
5033,EU,1,DE,2024,DEBTI29386/24-1,3936
5034,EU,1,DE,2024,DEBTI33019/24-1,4837
5035,EU,1,DE,2024,DEBTI36646/24-1,5544
5036,EU,1,DE,2024,DEBTI31588/24-1,4489
5037,EU,1,DE,2024,DEBTI29228/24-1,3897
5038,EU,1,DE,2024,DEBTI32229/24-1,4653
5039,EU,1,PL,2024,PLBTIWIT-2024-001043,258
5040,EU,1,FI,2024,FIBTIFI001210-2024-BTI79,15
5041,EU,1,DE,2024,DEBTI33905/24-1,5021
5042,EU,1,PL,2024,PLBTIWIT-2024-001039,254
5043,EU,1,DE,2024,DEBTI36229/24-1,5486
5044,EU,1,DE,2024,DEBTI33889/24-1,5014
5045,EU,1,DE,2024,DEBTI32897/24-1,4796
5046,EU,1,DE,2024,DEBTI32779/24-1,4766
5047,EU,1,DE,2024,DEBTI15820/24-1,653
5048,EU,1,DE,2024,DEBTI34802/24-1,5217
5049,EU,1,NL,2024,NLBTI2024-0611,223
5050,EU,1,DE,2024,DEBTI36742/24-1,5551
5051,EU,1,DE,2024,DEBTI39087/24-1,5781
5052,EU,1,DE,2024,DEBTI33429/24-1,4913
5053,EU,1,DE,2024,DEBTI38402/24-1,5740
5054,EU,1,DE,2024,DEBTI35113/24-1,5291
5055,EU,1,SE,2024,SEBTITV-2024-12660,57
5056,EU,1,DE,2024,DEBTI32092/24-1,4604
5057,EU,1,DE,2024,DEBTI15748/24-1,642
5058,EU,1,DE,2024,DEBTI36102/24-1,5466
5059,EU,1,DE,2024,DEBTI39328/24-1,5790
5060,EU,1,DE,2024,DEBTI36092/24-1,5463
5061,EU,1,DE,2024,DEBTI35077/24-1,5282
5062,EU,1,DE,2024,DEBTI38569/24-1,5755
5063,EU,1,DE,2024,DEBTI33909/24-1,5023
5064,EU,1,DE,2024,DEBTI36648/24-1,5545
5065,EU,1,DE,2024,DEBTI34964/24-1,5253
5066,EU,1,DE,2024,DEBTI35813/24-1,5410
5067,EU,1,DE,2024,DEBTI4284/24-1,5883
5068,EU,1,DE,2024,DEBTI11447/24-1,122
5069,EU,1,DE,2024,DEBTI32679/24-1,4744
5070,EU,1,DE,2024,DEBTI40598/24-1,5852
5071,EU,1,DE,2024,DEBTI35372/24-1,5325
5072,EU,1,DE,2024,DEBTI39489/24-1,5798
5073,EU,1,DE,2024,DEBTI40451/24-1,5836
5074,EU,1,DE,2024,DEBTI39365/24-1,5795
5075,EU,1,DE,2024,DEBTI34186/24-1,5085
5076,EU,1,FR,2024,FRBTIFR-BTI-2024-05418,1183
5077,EU,1,AT,2024,ATBTI2024000346-DEC,127
5078,EU,1,SE,2024,SEBTITV-2024-15504,89
5079,EU,1,AT,2024,ATBTI2024000503,193
5080,EU,1,DE,2024,DEBTI29643/24-1,4026
5081,EU,1,DE,2024,DEBTI34728/24-1,5204
5082,EU,1,DE,2024,DEBTI34189/24-1,5087
5083,EU,1,DE,2024,DEBTI25909/24-1,2958
5084,EU,1,FR,2024,FRBTIFR-BTI-2024-03745,560
5085,EU,1,SK,2024,SKBTI446779/24/218,53
5086,EU,1,PL,2024,PLBTIWIT-2024-001040,255
5087,EU,1,SK,2024,SKBTI446786/24/219,54
5088,EU,1,DE,2024,DEBTI35803/24-1,5406
5089,EU,1,DE,2024,DEBTI36430/24-1,5519
5090,EU,1,SK,2024,SKBTI446799/24/220,55
5091,EU,1,DE,2024,DEBTI29469/24-1,3968
5092,EU,1,DE,2024,DEBTI38109/24-1,5701
5093,EU,1,DE,2024,DEBTI36852/24-1,5564
5094,EU,1,DE,2024,DEBTI36321/24-1,5500
5095,EU,1,RO,2024,ROBTI2024/004795,69
5096,EU,1,DE,2024,DEBTI13395/24-1,348
5097,EU,1,DE,2024,DEBTI35452/24-1,5340
5098,EU,1,DE,2024,DEBTI35792/24-1,5405
5099,EU,1,NL,2024,NLBTI2024-0610,222
5100,EU,1,DE,2024,DEBTI7699/24-1,6158
5101,EU,1,DE,2024,DEBTI37642/24-1,5651
5102,EU,1,AT,2024,ATBTI2024000358-DEC,138
5103,EU,1,DE,2024,DEBTI11449/24-1,123
5104,EU,1,DE,2024,DEBTI33468/24-1,4929
5105,EU,1,AT,2024,ATBTI2024000359-DEC,139
5106,EU,1,DK,2024,DKBTI24-0926382,107
5107,EU,1,DE,2024,DEBTI38119/24-1,5702
5108,EU,1,DE,2024,DEBTI35293/24-1,5311
5109,EU,1,DE,2024,DEBTI36579/24-1,5537
5110,EU,1,DE,2024,DEBTI39840/24-1,5811
5111,EU,1,SK,2024,SKBTI443339/24/194,36
5112,EU,1,IE,2024,IEBTIIENEN004-2024-BTI275,219
5113,EU,1,DE,2024,DEBTI37654/24-1,5652
5114,EU,1,LT,2024,LTBTI2024-DEC-0026/20,12
5115,EU,1,PL,2024,PLBTIWIT-2024-001038,253
5116,EU,1,DE,2024,DEBTI40653/24-1,5853
5117,EU,1,NL,2024,NLBTI2024-0666,262
5118,EU,1,DE,2024,DEBTI33329/24-1,4890
5119,EU,1,CZ,2024,CZBTI51/189790/2024-580000-04/01,429
5120,EU,1,DE,2024,DEBTI34914/24-1,5245
5121,EU,1,DE,2024,DEBTI34986/24-1,5263
5122,EU,1,DE,2024,DEBTI34449/24-1,5143
5123,EU,1,DE,2024,DEBTI1299/24-13,303
5124,EU,1,FR,2024,FRBTIFR-BTI-2023-06030,9
5125,EU,1,SK,2024,SKBTI413094/24/177,28
5126,EU,1,NL,2024,NLBTI2024-0668,264
5127,EU,1,FR,2024,FRBTIFR-BTI-2024-05511,1196
5128,EU,1,CZ,2024,CZBTI37/195388/2024-580000-04/01,166
5129,EU,1,DE,2024,DEBTI1299/24-12,302
5130,EU,1,DE,2024,DEBTI38004/24-1,5686
5131,EU,1,DE,2024,DEBTI32087/24-1,4599
5132,EU,1,DE,2024,DEBTI33885/24-1,5013
5133,EU,1,DE,2024,DEBTI33930/24-1,5031
5134,EU,1,NL,2024,NLBTI2024-0664,260
5135,EU,1,DE,2024,DEBTI33933/24-1,5034
5136,EU,1,DE,2024,DEBTI26080/24-1,3007
5137,EU,1,FR,2024,FRBTIFR-BTI-2024-04900,1088
5138,EU,1,FR,2024,FRBTIFR-BTI-2024-04475,925
5139,EU,1,CZ,2024,CZBTI46/209552/2024-580000-04/01,290
5140,EU,1,DE,2024,DEBTI39821/24-1,5810
5141,EU,1,DE,2024,DEBTI1299/24-6,320
5142,EU,1,DE,2024,DEBTI1299/24-23,314
5143,EU,1,DE,2024,DEBTI1299/24-21,312
5144,EU,1,DE,2024,DEBTI34974/24-1,5258
5145,EU,1,LV,2024,LVBTILV009999-2024-BTI37,22
5146,EU,1,FR,2024,FRBTIFR-BTI-2023-06029,8
5147,EU,1,LV,2024,LVBTILV009999-2024-BTI46,31
5148,EU,1,DE,2024,DEBTI33633/24-1,4967
5149,EU,1,DE,2024,DEBTI33434/24-1,4917
5150,EU,1,DE,2024,DEBTI26114/24-1,3013
5151,EU,1,SK,2024,SKBTI443302/24/190,34
5152,EU,1,DE,2024,DEBTI26656/24-1,3172
5153,EU,1,FR,2024,FRBTIFR-BTI-2024-05252,1155
5154,EU,1,DE,2024,DEBTI35651/24-1,5371
5155,EU,1,FR,2024,FRBTIFR-BTI-2024-04862,1079
5156,EU,1,DE,2024,DEBTI33017/24-1,4835
5157,EU,1,NL,2024,NLBTI2024-0663,259
5158,EU,1,FR,2024,FRBTIFR-BTI-2024-04882,1084
5159,EU,1,DE,2024,DEBTI21362/24-1,1793
5160,EU,1,DE,2024,DEBTI26967/24-1,3264
5161,EU,1,DE,2024,DEBTI39067/24-1,5779
5162,EU,1,DE,2024,DEBTI35454/24-1,5341
5163,EU,1,PL,2024,PLBTIWIT-2024-001042,257
5164,EU,1,DE,2024,DEBTI18955/24-1,1231
5165,EU,1,DE,2024,DEBTI35114/24-1,5292
5166,EU,1,FR,2024,FRBTIFR-BTI-2024-04456,917
5167,EU,1,DE,2024,DEBTI34922/24-1,5246
5168,EU,1,DE,2024,DEBTI37555/24-2,5647
5169,EU,1,DE,2024,DEBTI1299/24-2,310
5170,EU,1,DE,2024,DEBTI26613/24-1,3161
5171,EU,1,DE,2024,DEBTI17842/24-1,971
5172,EU,1,DE,2024,DEBTI37162/24-1,5599
5173,EU,1,PL,2024,PLBTIWIT-2024-001041,256
5174,EU,1,DE,2024,DEBTI35444/24-1,5338
5175,EU,1,DE,2024,DEBTI30174/24-1,4171
5176,EU,1,DE,2024,DEBTI1299/24-25,316
5177,EU,1,DE,2024,DEBTI1299/24-7,321
5178,EU,1,DE,2024,DEBTI1299/24-16,306
5179,EU,1,DE,2024,DEBTI1299/24-15,305
5180,EU,1,FR,2024,FRBTIFR-BTI-2024-00692,52
5181,EU,1,DE,2024,DEBTI38251/24-1,5717
5182,EU,1,DE,2024,DEBTI29540/24-1,3994
5183,EU,1,DE,2024,DEBTI34437/24-1,5138
5184,EU,1,DE,2024,DEBTI36714/24-1,5549
5185,EU,1,FR,2024,FRBTIFR-BTI-2024-04893,1087
5186,EU,1,SE,2024,SEBTITV-2024-13976,77
5187,EU,1,DE,2024,DEBTI1299/24-4,318
5188,EU,1,DE,2024,DEBTI1299/24-10,300
5189,EU,1,DE,2024,DEBTI1299/24-17,307
5190,EU,1,FR,2024,FRBTIFR-BTI-2024-04856,1077
5191,EU,1,DE,2024,DEBTI37085/24-1,5586
5192,EU,1,DE,2024,DEBTI1299/24-8,322
5193,EU,1,DE,2024,DEBTI33424/24-1,4910
5194,EU,1,LV,2024,LVBTILV009999-2024-BTI55,40
5195,EU,1,DE,2024,DEBTI16863/24-1,798
5196,EU,1,NL,2024,NLBTI2024-0667,263
5197,EU,1,SK,2024,SKBTI446832/24/221,56
5198,EU,1,DE,2024,DEBTI33021/24-1,4839
5199,EU,1,DE,2024,DEBTI21869/24-1,1893
5200,EU,1,DE,2024,DEBTI31020/24-1,4347
5201,EU,1,DE,2024,DEBTI33018/24-1,4836
5202,EU,1,DE,2024,DEBTI27902/24-1,3592
5203,EU,1,DE,2024,DEBTI22931/24-1,2155
5204,EU,1,CZ,2024,CZBTI37/195390/2024-580000-04/01,167
5205,EU,1,DE,2024,DEBTI33586/24-1,4954
5206,EU,1,DE,2024,DEBTI1299/24-9,323
5207,EU,1,DE,2024,DEBTI37453/24-1,5636
5208,EU,1,LV,2024,LVBTILV009999-2024-BTI38,23
5209,EU,1,DE,2024,DEBTI26873/24-1,3254
5210,EU,1,LV,2024,LVBTILV009999-2024-BTI54,39
5211,EU,1,DE,2024,DEBTI33435/24-1,4918
5212,EU,1,DE,2024,DEBTI38233/24-1,5714
5213,EU,1,DE,2024,DEBTI35776/24-1,5402
5214,EU,1,DE,2024,DEBTI28280/24-1,3693
5215,EU,1,DE,2024,DEBTI20500/24-1,1607
5216,EU,1,DE,2024,DEBTI37555/24-1,5646
5217,EU,1,DE,2024,DEBTI34987/24-1,5264
5218,EU,1,DE,2024,DEBTI33910/24-1,5024
5219,EU,1,DE,2024,DEBTI33430/24-1,4914
5220,EU,1,DE,2024,DEBTI35141/24-1,5298
5221,EU,1,DE,2024,DEBTI1299/24-20,311
5222,EU,1,DE,2024,DEBTI25750/24-2,2921
5223,EU,1,DE,2024,DEBTI25701/24-1,2903
5224,EU,1,DE,2024,DEBTI1299/24-1,299
5225,EU,1,DE,2024,DEBTI1299/24-5,319
5226,EU,1,DE,2024,DEBTI31239/24-1,4404
5227,EU,1,DE,2024,DEBTI32527/24-1,4717
5228,EU,1,DE,2024,DEBTI33358/24-1,4892
5229,EU,1,AT,2024,ATBTI2024000360-DEC,140
5230,EU,1,DE,2024,DEBTI30932/24-1,4319
5231,EU,1,FR,2024,FRBTIFR-BTI-2024-04878,1083
5232,EU,1,DE,2024,DEBTI37154/24-1,5597
5233,EU,1,DE,2024,DEBTI1299/24-3,317
5234,EU,1,DE,2024,DEBTI33374/24-1,4898
